Title,Author,Publisher,Published Date:,Format:,Page number:,Series:,Vol:,Language:,ISBN,Page read,Item_Url,Icon_Path,Image URL,Book Cover,Summary,Location:,List Price,Category:,RATE,Copy,Read,Favorite,Comments,Category,List Type,Date Added,Source
Ehasāsa, Haṃsrāja Rahabara,Bhagatasiṃha Vicāra Mañc,2000,Paperback,112,,,,9788186265543,0,https://openlibrary.org/books/OL4005871M/Ehasāsa,/HandyLibrary/Icons/Img_9788186265543.png,/HandyLibrary/Photos/Img_9788186265543.png,,,,75.0,Others,,,,,,Hindi,,2020-07-27T07:20:27.000Z,handylib
Areba-Pareba, Udya Prakash,Vani Prakashan,2018-01-20,Paperback,236,,,en,9789387648425,0,https://play.google.com/store/books/details?id=91tHDwAAQBAJ&source=gbs_api,/HandyLibrary/Icons/Img_9789387648425.png,/HandyLibrary/Photos/Img_9789387648425.png,https://books.google.com/books/content?id=91tHDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,575.0,Juvenile Fiction,,,,,,Hindi,,2020-07-27T07:20:28.000Z,handylib
Deewan E Galib , Ali Sardar Zafari,Rajkamal Prakashan,0-0-0,Paperback,434,,,hi,9788126705276,0,https://www.goodreads.com/book/show/28242808-deewan-e-galib,/HandyLibrary/Icons/Img_9788126705276.png,/HandyLibrary/Photos/Img_9788126705276.png,https://books.google.com/books/content?id=bvIuACfE2mYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#2342;&#2368;&#2357;&#2366;&#2344;-&#2319;-&#2394;&#2366;&#2354;&#2367;&#2348; &#2360;&#2366;&#2361;&#2367;&#2340;&#2381;&#2351; &#2325;&#2375; &#2361;&#2395;&#2366;&#2352;&#2379;&#2306; &#2360;&#2366;&#2354; &#2354;&#2350;&#2381;&#2348;&#2375; &#2311;&#2340;&#2367;&#2361;&#2366;&#2360; &#2350;&#2375;&#2306; &#2332;&#2367;&#2344; &#2330;&#2344;&#2381;&#2342; &#2325;&#2366;&#2357;&#2381;&#2351;-&#2357;&#2367;&#2349;&#2370;&#2340;&#2367;&#2351;&#2379;&#2306; &#2325;&#2379; &#2357;&#2367;&#2358;&#2381;&#2357;&#2357;&#2381;&#2351;&#2366;&#2346;&#2368; &#2360;&#2350;&#2381;&#2350;&#2366;&#2344; &#2346;&#2381;&#2352;&#2366;&#2346;&#2381;&#2340; &#2361;&#2376;, &#2394;&#2366;&#2354;&#2367;&#2348; &#2313;&#2344;&#2381;&#2361;&#2368;&#2306; &#2350;&#2375;&#2306; &#2360;&#2375; &#2319;&#2325; &#2361;&#2376;&#2306;&#2404; &#2313;&#2352;&#2381;&#2342;&#2370; &#2325;&#2375; &#2311;&#2360; &#2350;&#2361;&#2366;&#2344; &#2358;&#2366;&#2351;&#2352; &#2344;&#2375; &#2309;&#2346;&#2344;&#2368; &#2351;&#2369;&#2327;&#2368;&#2344; &#2346;&#2368;&#2396;&#2366;&#2323;&#2306; &#2325;&#2379; &#2332;&#2381;&#2334;&#2366;&#2344; &#2324;&#2352; &#2348;&#2369;&#2342;&#2381;&#2343;&#2367; &#2325;&#2375; &#2360;&#2381;&#2340;&#2352; &#2346;&#2352; &#2354;&#2375; &#2332;&#2366;&#2325;&#2352; &#2332;&#2367;&#2360; &#2393;&#2370;&#2348;&#2360;&#2370;&#2352;&#2340;&#2368; &#2360;&#2375; &#2348;&#2351;&#2366;&#2344; &#2325;&#2367;&#2351;&#2366;, &#2313;&#2360;&#2360;&#2375; &#2360;&#2350;&#2370;&#2330;&#2368; &#2313;&#2352;&#2381;&#2342;&#2370;&#2358;&#2366;&#2351;&#2352;&#2368; &#2344;&#2375; &#2319;&#2325; &#2344;&#2351;&#2366; &#2309;&#2344;&#2381;&#2342;&#2366;&#2395; &#2346;&#2366;&#2351;&#2366; &#2324;&#2352; &#2357;&#2361;&#2368; &#2354;&#2379;&#2327;&#2379;&#2306; &#2325;&#2375; &#2342;&#2367;&#2354;&#2379;-&#2342;&#2367;&#2350;&#2366;&#2394; &#2346;&#2352; &#2331;&#2366; &#2327;&#2351;&#2366;&#2404; &#2313;&#2344;&#2325;&#2368; &#2358;&#2366;&#2351;&#2352;&#2368; &#2350;&#2375;&#2306; &#2332;&#2368;&#2357;&#2344; &#2325;&#2366; &#2361;&#2352; &#2346;&#2361;&#2354;&#2370; &#2324;&#2352; &#2361;&#2352; &#2346;&#2354; &#2360;&#2350;&#2366;&#2361;&#2367;&#2340; &#2361;&#2376;, &#2311;&#2360;&#2368;&#2354;&#2367;&#2319; &#2357;&#2361; &#2332;&#2368;&#2357;&#2344; &#2325;&#2368; &#2348;&#2361;&#2369;&#2357;&#2367;&#2343; &#2324;&#2352; &#2348;&#2361;&#2369;&#2352;&#2306;&#2327;&#2368; &#2342;&#2358;&#2366;&#2323;&#2306; &#2350;&#2375;&#2306; &#2361;&#2350;&#2366;&#2352;&#2366; &#2360;&#2366;&#2341; &#2342;&#2375;&#2344;&#2375; &#2325;&#2368; &#2325;&#2381;&#2359;&#2350;&#2340;&#2366; &#2352;&#2326;&#2340;&#2368; &#2361;&#2376;&#2404; &#2325;&#2366;&#2357;&#2381;&#2351;&#2358;&#2366;&#2360;&#2381;&#2340;&#2381;&#2352; &#2325;&#2368; &#2342;&#2371;&#2359;&#2381;&#2335;&#2367; &#2360;&#2375; &#2394;&#2366;&#2354;&#2367;&#2348; &#2344;&#2375; &#2360;&#2381;&#2357;&#2351;&#2306; &#2325;&#2379; &#8216;&#2327;&#2369;&#2360;&#2381;&#2340;&#2366;&#2393;&#8217; &#2325;&#2361;&#2366; &#2361;&#2376;, &#2354;&#2375;&#2325;&#2367;&#2344; &#2351;&#2361;&#2368; &#2313;&#2344;&#2325;&#2368; &#2393;&#2370;&#2348;&#2368; &#2348;&#2344;&#2368;&#2404; &#2313;&#2344;&#2325;&#2368; &#2358;&#2366;&#2351;&#2352;&#2368; &#2350;&#2375;&#2306; &#2332;&#2379; &#2361;&#2354;&#2325;&#2375; &#2357;&#2367;&#2342;&#2381;&#2352;&#2379;&#2361; &#2325;&#2366; &#2360;&#2381;&#2357;&#2352; &#2361;&#2376;, &#2332;&#2367;&#2360;&#2325;&#2366; &#2352;&#2367;&#2358;&#2381;&#2340;&#2366; &#2313;&#2344;&#2325;&#2375; &#2310;&#2361;&#2340; &#2360;&#2381;&#2357;&#2366;&#2349;&#2367;&#2350;&#2366;&#2344; &#2360;&#2375; &#2332;&#2364;&#2381;&#2351;&#2366;&#2342;&#2366; &#2361;&#2376;, &#2313;&#2360;&#2350;&#2375;&#2306; &#2325;&#2361;&#2368;&#2306; &#2358;&#2306;&#2325;&#2366;, &#2325;&#2361;&#2368;&#2306; &#2357;&#2381;&#2351;&#2306;&#2327;&#2381;&#2351; &#2324;&#2352; &#2325;&#2361;&#2368;&#2306; &#2325;&#2354;&#2381;&#2346;&#2344;&#2366; &#2325;&#2368; &#2332;&#2376;&#2360;&#2368; &#2314;&#2305;&#2330;&#2366;&#2311;&#2351;&#2366;&#2305; &#2361;&#2376;&#2306;, &#2357;&#2375; &#2313;&#2344;&#2325;&#2368; &#2313;&#2340;&#2381;&#2325;&#2371;&#2359;&#2381;&#2335; &#2325;&#2366;&#2357;&#2381;&#2351;-&#2325;&#2354;&#2366; &#2360;&#2375; &#2361;&#2368; &#2360;&#2350;&#2381;&#2349;&#2357; &#2361;&#2369;&#2312; &#2361;&#2376;&#2306;&#2404; &#2311;&#2360;&#2368; &#2360;&#2375; &#2313;&#2344;&#2325;&#2368; &#2394;&#2395;&#2354; &#2346;&#2381;&#2352;&#2375;&#2350;-&#2357;&#2352;&#2381;&#2339;&#2344; &#2360;&#2375; &#2348;&#2397;&#2325;&#2352; &#2332;&#2368;&#2357;&#2344;-&#2357;&#2352;&#2381;&#2339;&#2344; &#2340;&#2325; &#2346;&#2361;&#2369;&#2305;&#2330; &#2346;&#2366;&#2312;&#2404; &#2309;&#2346;&#2344;&#2375; &#2357;&#2367;&#2358;&#2367;&#2359;&#2381;&#2335; &#2360;&#2380;&#2344;&#2381;&#2342;&#2352;&#2381;&#2351;&#2348;&#2379;&#2343; &#2360;&#2375; &#2346;&#2376;&#2342;&#2366; &#2309;&#2344;&#2369;&#2349;&#2357;&#2379;&#2306; &#2325;&#2379; &#2313;&#2344;&#2381;&#2361;&#2379;&#2306;&#2344;&#2375; &#2332;&#2367;&#2360; &#2325;&#2354;&#2366;&#2340;&#2381;&#2350;&#2325;&#2340;&#2366; &#2360;&#2375; &#2358;&#2366;&#2351;&#2352;&#2368; &#2350;&#2375;&#2306; &#2338;&#2366;&#2354;&#2366;, &#2313;&#2360;&#2360;&#2375; &#2344; &#2360;&#2367;&#2346;&#2352;&#2381;&#2364;$ &#2357;&#2352;&#2381;&#2340;&#2350;&#2366;&#2344; &#2325;&#2375; &#2340;&#2350;&#2366;&#2350; &#2348;&#2344;&#2381;&#2343;&#2344; &#2335;&#2370;&#2335;&#2375;, &#2348;&#2354;&#2381;&#2325;&#2367; &#2357;&#2361; &#2309;&#2346;&#2344;&#2375; &#2309;&#2340;&#2368;&#2340; &#2325;&#2379; &#2360;&#2350;&#2375;&#2335;&#2340;&#2375; &#2361;&#2369;&#2319; &#2349;&#2357;&#2367;&#2359;&#2381;&#2351; &#2325;&#2375; &#2357;&#2367;&#2360;&#2381;&#2340;&#2366;&#2352; &#2350;&#2375;&#2306; &#2349;&#2368; &#2347;&#2376;&#2354;&#2340;&#2368; &#2330;&#2354;&#2368; &#2327;&#2312;&#2404; &#2344;&#2367;&#2358;&#2381;&#2330;&#2351; &#2361;&#2368; &#2394;&#2366;&#2354;&#2367;&#2348; &#2325;&#2366; &#2351;&#2361; &#2342;&#2368;&#2357;&#2366;&#2344; &#2361;&#2350;&#2375;&#2306; &#2313;&#2352;&#2381;&#2342;&#2370;-&#2358;&#2366;&#2351;&#2352;&#2368; &#2325;&#2368; &#2360;&#2352;&#2381;&#2357;&#2379;&#2346;&#2352;&#2367; &#2314;&#2305;&#2330;&#2366;&#2311;&#2351;&#2379;&#2306; &#2340;&#2325; &#2354;&#2375; &#2332;&#2366;&#2340;&#2366; &#2361;&#2376;&#2404;</p>
<br>",,395.0,Personal-library,4.5,1,,,,Hindi,,2020-07-27T07:20:29.000Z,handylib
Deewan E Galib , Ali Sardar Zafari,Rajkamal Prakashan,0-0-0,Paperback,434,,,hi,9788126705276,0,https://www.goodreads.com/book/show/28242808-deewan-e-galib,/HandyLibrary/Icons/Img_9788126705276.png,/HandyLibrary/Photos/Img_9788126705276.png,https://books.google.com/books/content?id=bvIuACfE2mYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#2342;&#2368;&#2357;&#2366;&#2344;-&#2319;-&#2394;&#2366;&#2354;&#2367;&#2348; &#2360;&#2366;&#2361;&#2367;&#2340;&#2381;&#2351; &#2325;&#2375; &#2361;&#2395;&#2366;&#2352;&#2379;&#2306; &#2360;&#2366;&#2354; &#2354;&#2350;&#2381;&#2348;&#2375; &#2311;&#2340;&#2367;&#2361;&#2366;&#2360; &#2350;&#2375;&#2306; &#2332;&#2367;&#2344; &#2330;&#2344;&#2381;&#2342; &#2325;&#2366;&#2357;&#2381;&#2351;-&#2357;&#2367;&#2349;&#2370;&#2340;&#2367;&#2351;&#2379;&#2306; &#2325;&#2379; &#2357;&#2367;&#2358;&#2381;&#2357;&#2357;&#2381;&#2351;&#2366;&#2346;&#2368; &#2360;&#2350;&#2381;&#2350;&#2366;&#2344; &#2346;&#2381;&#2352;&#2366;&#2346;&#2381;&#2340; &#2361;&#2376;, &#2394;&#2366;&#2354;&#2367;&#2348; &#2313;&#2344;&#2381;&#2361;&#2368;&#2306; &#2350;&#2375;&#2306; &#2360;&#2375; &#2319;&#2325; &#2361;&#2376;&#2306;&#2404; &#2313;&#2352;&#2381;&#2342;&#2370; &#2325;&#2375; &#2311;&#2360; &#2350;&#2361;&#2366;&#2344; &#2358;&#2366;&#2351;&#2352; &#2344;&#2375; &#2309;&#2346;&#2344;&#2368; &#2351;&#2369;&#2327;&#2368;&#2344; &#2346;&#2368;&#2396;&#2366;&#2323;&#2306; &#2325;&#2379; &#2332;&#2381;&#2334;&#2366;&#2344; &#2324;&#2352; &#2348;&#2369;&#2342;&#2381;&#2343;&#2367; &#2325;&#2375; &#2360;&#2381;&#2340;&#2352; &#2346;&#2352; &#2354;&#2375; &#2332;&#2366;&#2325;&#2352; &#2332;&#2367;&#2360; &#2393;&#2370;&#2348;&#2360;&#2370;&#2352;&#2340;&#2368; &#2360;&#2375; &#2348;&#2351;&#2366;&#2344; &#2325;&#2367;&#2351;&#2366;, &#2313;&#2360;&#2360;&#2375; &#2360;&#2350;&#2370;&#2330;&#2368; &#2313;&#2352;&#2381;&#2342;&#2370;&#2358;&#2366;&#2351;&#2352;&#2368; &#2344;&#2375; &#2319;&#2325; &#2344;&#2351;&#2366; &#2309;&#2344;&#2381;&#2342;&#2366;&#2395; &#2346;&#2366;&#2351;&#2366; &#2324;&#2352; &#2357;&#2361;&#2368; &#2354;&#2379;&#2327;&#2379;&#2306; &#2325;&#2375; &#2342;&#2367;&#2354;&#2379;-&#2342;&#2367;&#2350;&#2366;&#2394; &#2346;&#2352; &#2331;&#2366; &#2327;&#2351;&#2366;&#2404; &#2313;&#2344;&#2325;&#2368; &#2358;&#2366;&#2351;&#2352;&#2368; &#2350;&#2375;&#2306; &#2332;&#2368;&#2357;&#2344; &#2325;&#2366; &#2361;&#2352; &#2346;&#2361;&#2354;&#2370; &#2324;&#2352; &#2361;&#2352; &#2346;&#2354; &#2360;&#2350;&#2366;&#2361;&#2367;&#2340; &#2361;&#2376;, &#2311;&#2360;&#2368;&#2354;&#2367;&#2319; &#2357;&#2361; &#2332;&#2368;&#2357;&#2344; &#2325;&#2368; &#2348;&#2361;&#2369;&#2357;&#2367;&#2343; &#2324;&#2352; &#2348;&#2361;&#2369;&#2352;&#2306;&#2327;&#2368; &#2342;&#2358;&#2366;&#2323;&#2306; &#2350;&#2375;&#2306; &#2361;&#2350;&#2366;&#2352;&#2366; &#2360;&#2366;&#2341; &#2342;&#2375;&#2344;&#2375; &#2325;&#2368; &#2325;&#2381;&#2359;&#2350;&#2340;&#2366; &#2352;&#2326;&#2340;&#2368; &#2361;&#2376;&#2404; &#2325;&#2366;&#2357;&#2381;&#2351;&#2358;&#2366;&#2360;&#2381;&#2340;&#2381;&#2352; &#2325;&#2368; &#2342;&#2371;&#2359;&#2381;&#2335;&#2367; &#2360;&#2375; &#2394;&#2366;&#2354;&#2367;&#2348; &#2344;&#2375; &#2360;&#2381;&#2357;&#2351;&#2306; &#2325;&#2379; &#8216;&#2327;&#2369;&#2360;&#2381;&#2340;&#2366;&#2393;&#8217; &#2325;&#2361;&#2366; &#2361;&#2376;, &#2354;&#2375;&#2325;&#2367;&#2344; &#2351;&#2361;&#2368; &#2313;&#2344;&#2325;&#2368; &#2393;&#2370;&#2348;&#2368; &#2348;&#2344;&#2368;&#2404; &#2313;&#2344;&#2325;&#2368; &#2358;&#2366;&#2351;&#2352;&#2368; &#2350;&#2375;&#2306; &#2332;&#2379; &#2361;&#2354;&#2325;&#2375; &#2357;&#2367;&#2342;&#2381;&#2352;&#2379;&#2361; &#2325;&#2366; &#2360;&#2381;&#2357;&#2352; &#2361;&#2376;, &#2332;&#2367;&#2360;&#2325;&#2366; &#2352;&#2367;&#2358;&#2381;&#2340;&#2366; &#2313;&#2344;&#2325;&#2375; &#2310;&#2361;&#2340; &#2360;&#2381;&#2357;&#2366;&#2349;&#2367;&#2350;&#2366;&#2344; &#2360;&#2375; &#2332;&#2364;&#2381;&#2351;&#2366;&#2342;&#2366; &#2361;&#2376;, &#2313;&#2360;&#2350;&#2375;&#2306; &#2325;&#2361;&#2368;&#2306; &#2358;&#2306;&#2325;&#2366;, &#2325;&#2361;&#2368;&#2306; &#2357;&#2381;&#2351;&#2306;&#2327;&#2381;&#2351; &#2324;&#2352; &#2325;&#2361;&#2368;&#2306; &#2325;&#2354;&#2381;&#2346;&#2344;&#2366; &#2325;&#2368; &#2332;&#2376;&#2360;&#2368; &#2314;&#2305;&#2330;&#2366;&#2311;&#2351;&#2366;&#2305; &#2361;&#2376;&#2306;, &#2357;&#2375; &#2313;&#2344;&#2325;&#2368; &#2313;&#2340;&#2381;&#2325;&#2371;&#2359;&#2381;&#2335; &#2325;&#2366;&#2357;&#2381;&#2351;-&#2325;&#2354;&#2366; &#2360;&#2375; &#2361;&#2368; &#2360;&#2350;&#2381;&#2349;&#2357; &#2361;&#2369;&#2312; &#2361;&#2376;&#2306;&#2404; &#2311;&#2360;&#2368; &#2360;&#2375; &#2313;&#2344;&#2325;&#2368; &#2394;&#2395;&#2354; &#2346;&#2381;&#2352;&#2375;&#2350;-&#2357;&#2352;&#2381;&#2339;&#2344; &#2360;&#2375; &#2348;&#2397;&#2325;&#2352; &#2332;&#2368;&#2357;&#2344;-&#2357;&#2352;&#2381;&#2339;&#2344; &#2340;&#2325; &#2346;&#2361;&#2369;&#2305;&#2330; &#2346;&#2366;&#2312;&#2404; &#2309;&#2346;&#2344;&#2375; &#2357;&#2367;&#2358;&#2367;&#2359;&#2381;&#2335; &#2360;&#2380;&#2344;&#2381;&#2342;&#2352;&#2381;&#2351;&#2348;&#2379;&#2343; &#2360;&#2375; &#2346;&#2376;&#2342;&#2366; &#2309;&#2344;&#2369;&#2349;&#2357;&#2379;&#2306; &#2325;&#2379; &#2313;&#2344;&#2381;&#2361;&#2379;&#2306;&#2344;&#2375; &#2332;&#2367;&#2360; &#2325;&#2354;&#2366;&#2340;&#2381;&#2350;&#2325;&#2340;&#2366; &#2360;&#2375; &#2358;&#2366;&#2351;&#2352;&#2368; &#2350;&#2375;&#2306; &#2338;&#2366;&#2354;&#2366;, &#2313;&#2360;&#2360;&#2375; &#2344; &#2360;&#2367;&#2346;&#2352;&#2381;&#2364;$ &#2357;&#2352;&#2381;&#2340;&#2350;&#2366;&#2344; &#2325;&#2375; &#2340;&#2350;&#2366;&#2350; &#2348;&#2344;&#2381;&#2343;&#2344; &#2335;&#2370;&#2335;&#2375;, &#2348;&#2354;&#2381;&#2325;&#2367; &#2357;&#2361; &#2309;&#2346;&#2344;&#2375; &#2309;&#2340;&#2368;&#2340; &#2325;&#2379; &#2360;&#2350;&#2375;&#2335;&#2340;&#2375; &#2361;&#2369;&#2319; &#2349;&#2357;&#2367;&#2359;&#2381;&#2351; &#2325;&#2375; &#2357;&#2367;&#2360;&#2381;&#2340;&#2366;&#2352; &#2350;&#2375;&#2306; &#2349;&#2368; &#2347;&#2376;&#2354;&#2340;&#2368; &#2330;&#2354;&#2368; &#2327;&#2312;&#2404; &#2344;&#2367;&#2358;&#2381;&#2330;&#2351; &#2361;&#2368; &#2394;&#2366;&#2354;&#2367;&#2348; &#2325;&#2366; &#2351;&#2361; &#2342;&#2368;&#2357;&#2366;&#2344; &#2361;&#2350;&#2375;&#2306; &#2313;&#2352;&#2381;&#2342;&#2370;-&#2358;&#2366;&#2351;&#2352;&#2368; &#2325;&#2368; &#2360;&#2352;&#2381;&#2357;&#2379;&#2346;&#2352;&#2367; &#2314;&#2305;&#2330;&#2366;&#2311;&#2351;&#2379;&#2306; &#2340;&#2325; &#2354;&#2375; &#2332;&#2366;&#2340;&#2366; &#2361;&#2376;&#2404;</p>
<br>",,395.0,Personal-library,4.5,2,,,,Hindi,,2020-07-27T07:20:30.000Z,handylib
Mera Kya , Waseem Barelavi,,0-0-0,Paperback,0,,,,9789352291472,0,https://www.goodreads.com/book/show/35555290-mera-kya,/HandyLibrary/Icons/Img_9789352291472.png,/HandyLibrary/Photos/Img_9789352291472.png,,,,150.0,Waseem-barelvi,4.0,1,,,,Hindi,,2020-07-27T07:20:31.000Z,handylib
Milan Yamini, Harivansh Rai Bachchan,,0-0-0,Paperback,70,,,en,9788170288091,0,https://www.goodreads.com/book/show/36240372-milan-yamini,/HandyLibrary/Icons/Img_9788170288091.png,/HandyLibrary/Photos/Img_9788170288091.png,,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Yamini Is Fascinated By The Night Sky And Needs No One Except Her Meditative Mind And Make Her A Normal Woman -With Disastrous Consequances.</p>",,185.0,Explore,5.0,,,,,Hindi,,2020-07-27T07:20:32.000Z,handylib
Paron Ko Khol, Shakeel; Choudhary Azmi,Manjul Publishing,0-0-0,Paperback,192,,,hi,9788183227957,0,https://www.goodreads.com/book/show/41041276-paron-ko-khol,/HandyLibrary/Icons/Img_9788183227957.png,/HandyLibrary/Photos/Img_9788183227957.png,https://books.google.com/books/content?id=sskkDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,195.0,Poetry,5.0,,,,,Hindi,,2020-07-27T07:20:33.000Z,handylib
Phir Meri Yaad / फिर मेरी याद , Kumar Vishwas,Rajkamal Prakashan,0-0-0,Paperback,176,,,hi,9789388933605,0,https://www.goodreads.com/book/show/52042135-phir-meri-yaad,/HandyLibrary/Icons/Img_9789388933605.png,/HandyLibrary/Photos/Img_9789388933605.png,https://books.google.com/books/content?id=S2WzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#8216;&#2325;&#2379;&#2312; &#2342;&#2368;&#2357;&#2366;&#2344;&#2366; &#2325;&#2361;&#2340;&#2366; &#2361;&#2376;&#8217; &#2325;&#2366;&#2357;&#2381;&#2351; &#2360;&#2306;&#2327;&#2381;&#2352;&#2361; &#2325;&#2375; &#2346;&#2381;&#2352;&#2325;&#2366;&#2358;&#2344; &#2325;&#2375; 12 &#2357;&#2352;&#2381;&#2359;&#2379;&#2306; &#2348;&#2366;&#2342; &#2346;&#2381;&#2352;&#2325;&#2366;&#2358;&#2367;&#2340; &#2361;&#2379; &#2352;&#2361;&#2366; &#8216;&#2347;&#2367;&#2352; &#2350;&#2375;&#2352;&#2368; &#2351;&#2366;&#2342;&#8217; &#2325;&#2369;&#2350;&#2366;&#2352; &#2357;&#2367;&#2358;&#2381;&#2357;&#2366;&#2360; &#2325;&#2366; &#2340;&#2368;&#2360;&#2352;&#2366; &#2325;&#2366;&#2357;&#2381;&#2351;-&#2360;&#2306;&#2327;&#2381;&#2352;&#2361; &#2361;&#2376;. &#2311;&#2360; &#2360;&#2306;&#2327;&#2381;&#2352;&#2361; &#2350;&#2375;&#2306; &#2327;&#2368;&#2340;, &#2325;&#2357;&#2367;&#2340;&#2366;, &#2350;&#2369;&#2325;&#2381;&#2340;&#2325;, &#2392;&#2340;&#2366;, &#2310;&#2395;&#2366;&#2342; &#2309;&#2358;&#2310;&#2352;&#8212; &#2360;&#2348;&#2325;&#2368; &#2348;&#2361;&#2366;&#2352; &#2361;&#2376;.</p>
<br>",,199.0,Library,4.0,2,,,,Hindi,,2020-07-27T07:20:34.000Z,handylib
Phir Meri Yaad / फिर मेरी याद , Kumar Vishwas,Rajkamal Prakashan,0-0-0,Paperback,176,,,hi,9789388933605,0,https://www.goodreads.com/book/show/52042135-phir-meri-yaad,/HandyLibrary/Icons/Img_9789388933605.png,/HandyLibrary/Photos/Img_9789388933605.png,https://books.google.com/books/content?id=S2WzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#8216;&#2325;&#2379;&#2312; &#2342;&#2368;&#2357;&#2366;&#2344;&#2366; &#2325;&#2361;&#2340;&#2366; &#2361;&#2376;&#8217; &#2325;&#2366;&#2357;&#2381;&#2351; &#2360;&#2306;&#2327;&#2381;&#2352;&#2361; &#2325;&#2375; &#2346;&#2381;&#2352;&#2325;&#2366;&#2358;&#2344; &#2325;&#2375; 12 &#2357;&#2352;&#2381;&#2359;&#2379;&#2306; &#2348;&#2366;&#2342; &#2346;&#2381;&#2352;&#2325;&#2366;&#2358;&#2367;&#2340; &#2361;&#2379; &#2352;&#2361;&#2366; &#8216;&#2347;&#2367;&#2352; &#2350;&#2375;&#2352;&#2368; &#2351;&#2366;&#2342;&#8217; &#2325;&#2369;&#2350;&#2366;&#2352; &#2357;&#2367;&#2358;&#2381;&#2357;&#2366;&#2360; &#2325;&#2366; &#2340;&#2368;&#2360;&#2352;&#2366; &#2325;&#2366;&#2357;&#2381;&#2351;-&#2360;&#2306;&#2327;&#2381;&#2352;&#2361; &#2361;&#2376;. &#2311;&#2360; &#2360;&#2306;&#2327;&#2381;&#2352;&#2361; &#2350;&#2375;&#2306; &#2327;&#2368;&#2340;, &#2325;&#2357;&#2367;&#2340;&#2366;, &#2350;&#2369;&#2325;&#2381;&#2340;&#2325;, &#2392;&#2340;&#2366;, &#2310;&#2395;&#2366;&#2342; &#2309;&#2358;&#2310;&#2352;&#8212; &#2360;&#2348;&#2325;&#2368; &#2348;&#2361;&#2366;&#2352; &#2361;&#2376;.</p>
<br>",,199.0,Library,4.0,3,,,,Hindi,,2020-07-27T07:20:35.000Z,handylib
Phir Meri Yaad / फिर मेरी याद , Kumar Vishwas,Rajkamal Prakashan,0-0-0,Paperback,176,,,hi,9789388933605,0,https://www.goodreads.com/book/show/52042135-phir-meri-yaad,/HandyLibrary/Icons/Img_9789388933605.png,/HandyLibrary/Photos/Img_9789388933605.png,https://books.google.com/books/content?id=S2WzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#8216;&#2325;&#2379;&#2312; &#2342;&#2368;&#2357;&#2366;&#2344;&#2366; &#2325;&#2361;&#2340;&#2366; &#2361;&#2376;&#8217; &#2325;&#2366;&#2357;&#2381;&#2351; &#2360;&#2306;&#2327;&#2381;&#2352;&#2361; &#2325;&#2375; &#2346;&#2381;&#2352;&#2325;&#2366;&#2358;&#2344; &#2325;&#2375; 12 &#2357;&#2352;&#2381;&#2359;&#2379;&#2306; &#2348;&#2366;&#2342; &#2346;&#2381;&#2352;&#2325;&#2366;&#2358;&#2367;&#2340; &#2361;&#2379; &#2352;&#2361;&#2366; &#8216;&#2347;&#2367;&#2352; &#2350;&#2375;&#2352;&#2368; &#2351;&#2366;&#2342;&#8217; &#2325;&#2369;&#2350;&#2366;&#2352; &#2357;&#2367;&#2358;&#2381;&#2357;&#2366;&#2360; &#2325;&#2366; &#2340;&#2368;&#2360;&#2352;&#2366; &#2325;&#2366;&#2357;&#2381;&#2351;-&#2360;&#2306;&#2327;&#2381;&#2352;&#2361; &#2361;&#2376;. &#2311;&#2360; &#2360;&#2306;&#2327;&#2381;&#2352;&#2361; &#2350;&#2375;&#2306; &#2327;&#2368;&#2340;, &#2325;&#2357;&#2367;&#2340;&#2366;, &#2350;&#2369;&#2325;&#2381;&#2340;&#2325;, &#2392;&#2340;&#2366;, &#2310;&#2395;&#2366;&#2342; &#2309;&#2358;&#2310;&#2352;&#8212; &#2360;&#2348;&#2325;&#2368; &#2348;&#2361;&#2366;&#2352; &#2361;&#2376;.</p>
<br>",,199.0,Library,4.0,4,,,,Hindi,,2020-07-27T07:20:36.000Z,handylib
गुफ़्तगू, Firaq; ‘Shauq’ Gorakhpuri.,Vani Publications,1996-0-0,Paperback,160,,,,9788170555056,0,https://www.goodreads.com/book/show/52734459,/HandyLibrary/Icons/Img_9788170555056.png,/HandyLibrary/Photos/Img_9788170555056.png,,,,250.0,Others,4.0,,,,,Hindi,,2020-07-27T07:20:37.000Z,handylib
