Title,Author,Publisher,Published Date:,Format:,Page number:,Series:,Vol:,Language:,ISBN,Page read,Item_Url,Icon_Path,Image URL,Book Cover,Summary,Location:,List Price,Category:,RATE,Copy,Read,Favorite,Comments,Category,List Type,Date Added,Source
Shreshtha Hasya-Vyangya Kahaniyan, Giriraj Sharan Kaka Hatharasi,Prabhat Prakashan,0-0-0,Paperback,183,,,en,9788173150982,0,https://www.goodreads.com/book/show/51051326-shreshtha-hasya-vyangya-kahaniyan,/HandyLibrary/Icons/Img_9788173150982.png,/HandyLibrary/Photos/Img_9788173150982.png,https://books.google.com/books/content?id=weYG-fLsb5gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,350.0,Hindi wit and humor,,,,,,Hindi,,2020-07-18T07:02:32.000Z,handylib
Hansini, Anton Chekhov,Rajkamal Prakashan,2001-01-01,Paperback,94,,,hi,9788171196326,0,https://play.google.com/store/books/details?id=3A8FOC22CP4C&source=gbs_api,/HandyLibrary/Icons/Img_9788171196326.png,/HandyLibrary/Photos/Img_9788171196326.png,https://books.google.com/books/content?id=3A8FOC22CP4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Hindi translation of Anton Chekhov's Russian play, Cha&#301;ka, translated into English as Seagull.</p>",,300.0,Others,,,,,,Hindi,,2020-07-18T07:02:33.000Z,handylib
अहमद फ़राज़, Kanhiyalal,Rajpal & Sons,2009,Paperback,160,,,hi,9788170283874,0,http://books.google.co.in/books?id=Dr9NM3hPYhgC&dq=9788170283874&hl=&source=gbs_api,/HandyLibrary/Icons/Img_9788170283874.png,/HandyLibrary/Photos/Img_9788170283874.png,https://books.google.com/books/content?id=Dr9NM3hPYhgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Selected ghazals of an Urdu poet.</p>",,195.0,"Ghazals, Urdu",,,,,,Hindi,,2020-07-18T07:02:34.000Z,handylib
Urdu Ki Sarvshreshth Hasya Kahaniya, Ed. Nand Kishore Vikram,,0-0-0,Paperback,0,,,,9788186265734,0,https://www.goodreads.com/book/show/31562253-urdu-ki-sarvshreshth-hasya-kahaniya,/HandyLibrary/Icons/Img_9788186265734.png,/HandyLibrary/Photos/Img_9788186265734.png,,,,90.0,Books-owned,3.0,,,,,Hindi,,2020-07-18T07:02:35.000Z,handylib
गंजे फ़रिश्ते , Saadat Hasan Manto,Vani Prakashan,0-0-0,Paperback,112,,,hin,9789350723425,0,https://www.goodreads.com/book/show/26230120-ganje-farishte,/HandyLibrary/Icons/Img_9789350723425.png,/HandyLibrary/Photos/Img_9789350723425.png,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441443974l/26230120._SX98_.jpg,,,250.0,My-books,4.5,,,,,Hindi,,2020-07-18T07:02:36.000Z,handylib
Kalchakra, Jayanti Dalvi,Vani Prakashan,0-0-0,Paperback,115,,,hi,9788170552536,0,https://www.goodreads.com/book/show/46122881-kalchakra,/HandyLibrary/Icons/Img_9788170552536.png,/HandyLibrary/Photos/Img_9788170552536.png,https://books.google.com/books/content?id=h1xBuLfc4cUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Hindi translation of Jayavant Dalvi's play, K&#257;lacakra.</p>",,65.0,Others,,,,,,Hindi,,2020-07-18T07:02:37.000Z,handylib
Sabase baṛā sipahiyā, Vīrendra Jaina,Vani Prakashan,1988,Paperback,131,,,en,9788170551638,0,http://books.google.co.in/books?id=T8bK72xjKMQC&dq=9788170551638&hl=&source=gbs_api,/HandyLibrary/Icons/Img_9788170551638.png,/HandyLibrary/Photos/Img_9788170551638.png,https://books.google.com/books/content?id=T8bK72xjKMQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Novel, based on humorous themes.</p>",,100.0,Comics & Graphic Novels,,,,,,Hindi,,2020-07-18T07:02:38.000Z,handylib
Mom Ka Ghronda Chidiya Ka, Vijay Tendulkar,Vani Prakashan,0-0-0,Paperback,0,,,hi,9789350723074,0,https://www.goodreads.com/book/show/43864214-mom-ka-ghronda-chidiya-ka,/HandyLibrary/Icons/Img_9789350723074.png,/HandyLibrary/Photos/Img_9789350723074.png,https://books.google.com/books/content?id=FoMkDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,125.0,Others,,,,,,Hindi,,2020-07-18T07:02:39.000Z,handylib
Bichchhoo Phoophee, Ismat Chughtai,Vani Prakashan,0-0-0,Paperback,186,,,en,9789350009635,0,https://www.goodreads.com/book/show/40651988-bichchhoo-phoophee,/HandyLibrary/Icons/Img_9789350009635.png,/HandyLibrary/Photos/Img_9789350009635.png,https://books.google.com/books/content?id=JLo-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,150.0,Short-stories,4.0,,,,,Hindi,,2020-07-18T07:02:40.000Z,handylib
Ticket Sangrah, Karel Čapek; Nirmal Verma,Vani Prakashan,2010-0-0,Paperback,230,,,hin,9789350001615,0,https://www.goodreads.com/book/show/34855716-ticket-sangrah,/HandyLibrary/Icons/Img_9789350001615.png,/HandyLibrary/Photos/Img_9789350001615.png,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492162687l/34855716._SX98_.jpg,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#2330;&#2375;&#2325;&#2379;&#2360;&#2381;&#2354;&#2379;&#2357;&#2366;&#2325;&#2367;&#2351;&#2366;&#2325;&#2366; &#2344;&#2366;&#2350; &#2360;&#2369;&#2344;&#2340;&#2375; &#2361;&#2368; &#2346;&#2367;&#2331;&#2354;&#2368; &#2360;&#2342;&#2368; &#2325;&#2375; &#2332;&#2367;&#2344; &#2327;&#2367;&#2344;&#2375;-&#2330;&#2369;&#2344;&#2375; &#2354;&#2375;&#2326;&#2325;&#2379;&#2306; &#2325;&#2366; &#2343;&#2381;&#2351;&#2366;&#2344; &#2348;&#2352;&#2348;&#2360; &#2310;&#2340;&#2366; &#2361;&#2376;,&#2313;&#2344;&#2350;&#2375; &#2325;&#2366;&#2352;&#2375;&#2354; &#2330;&#2366;&#2346;&#2375;&#2325; &#2346;&#2381;&#2352;&#2350;&#2369;&#2326; &#2361;&#2376;&#2306;&#2404; &#2357;&#2361; &#2360;&#2350;&#2381;&#2346;&#2370;&#2352;&#2381;&#2339; &#2352;&#2370;&#2346; &#2360;&#2375; &#2348;&#2368;&#2360;&#2357;&#2368;&#2306; &#2358;&#2340;&#2366;&#2348;&#2381;&#2342;&#2368; &#2325;&#2375; &#2357;&#2381;&#2351;&#2325;&#2381;&#2340;&#2367; &#2341;&#2375;, &#2309;&#2360;&#2366;&#2343;&#2366;&#2352;&#2339; &#2309;&#2306;&#2340;&#2352;&#2381;&#2342;&#2371;&#2359;&#2381;&#2335;&#2367; &#2325;&#2375; &#2350;&#2366;&#2354;&#2367;&#2325;&#2404; &#2313;&#2344;&#2325;&#2366; &#2360;&#2369;&#2360;&#2306;&#2360;&#2381;&#2325;&#2371;&#2340; &#2354;&#2375;&#2326;&#2325; &#2357;&#2381;&#2351;&#2325;&#2381;&#2340;&#2367;&#2340;&#2381;&#2357; &#2361;&#2350;&#2375; &#2348;&#2352;&#2348;&#2360; &#8216;&#2352;&#2379;&#2350;&#2366;&#2306; &#2352;&#2379;&#2354;&#2366;&#2306;&#8217; &#2324;&#2352; &#8216;&#2352;&#2357;&#2367;&#2306;&#2342;&#2381;&#2352;&#2381;&#2344;&#2366;&#2341;&#8217; &#2332;&#2376;&#2360;&#2368; &#8216;&#2360;&#2350;&#2381;&#2346;&#2370;&#2352;&#2381;&#2339; &#2310;&#2340;&#2381;&#2350;&#2366;&#2323;&#2306;&#8217; &#2325;&#2366; &#2360;&#2381;&#2350;&#2352;&#2339; &#2325;&#2352;&#2366; &#2342;&#2375;&#2340;&#2366; &#2361;&#2376;&#2404; &#2330;&#2366;&#2346;&#2375;&#2325; &#2344;&#2375; &#2309;&#2346;&#2344;&#2375; &#2360;&#2366;&#2361;&#2367;&#2340;&#2381;&#2351; &#2350;&#2375;&#2306; &#2361;&#2352; &#2357;&#2381;&#2351;&#2325;&#2381;&#2340;&#2367; &#2325;&#2375; &#8216;&#2344;&#2367;&#2332;&#2368; &#2360;&#2340;&#2381;&#2351;&#8217; &#2325;&#2379; &#2326;&#2379;&#2332;&#2344;&#2375; &#2325;&#2366; &#2360;&#2306;&#2328;&#2352;&#2381;&#2359; &#2325;&#2367;&#2351;&#2366; &#2341;&#2366;- &#2319;&#2325; &#2349;&#2375;&#2342; &#2324;&#2352; &#2352;&#2361;&#2360;&#2381;&#2351; &#2324;&#2352; &#2350;&#2352;&#2381;&#2350;, &#2332;&#2379; &#2360;&#2366;&#2343;&#2366;&#2352;&#2339; &#2395;&#2367;&#2306;&#2342;&#2327;&#2368; &#2325;&#2368; &#2324;&#2360;&#2340; &#2324;&#2352; &#2325;&#2381;&#2359;&#2369;&#2342;&#2381;&#2352; &#2328;&#2335;&#2344;&#2366;&#2323;&#2306; &#2325;&#2375; &#2344;&#2368;&#2330;&#2375; &#2342;&#2348;&#2366; &#2352;&#2361;&#2340;&#2366; &#2361;&#2376;&#2404; &#2344;&#2367;&#2352;&#2381;&#2350;&#2354; &#2357;&#2352;&#2381;&#2350;&#2366; &#2342;&#2381;&#2357;&#2366;&#2352;&#2366; &#2311;&#2344;&#2325;&#2368; &#2352;&#2330;&#2344;&#2366;&#2323;&#2306; &#2325;&#2366; &#2351;&#2361; &#2309;&#2344;&#2369;&#2357;&#2366;&#2342; &#2346;&#2366;&#2336;&#2325; &#2325;&#2379; &#2330;&#2366;&#2346;&#2375;&#2325; &#2360;&#2375; &#2352;&#2370;&#2348;&#2352;&#2370; &#2325;&#2352;&#2344;&#2375; &#2325;&#2366; &#2319;&#2325; &#2324;&#2331; &#2346;&#2381;&#2352;&#2351;&#2366;&#2360; &#2361;&#2376;&#2404;</p>",,125.0,Others,3.5,,,,,Hindi,,2020-07-18T07:02:41.000Z,handylib
और फ़िर एक दिन, Naseeruddin Shah,Penguin UK,0-0-0,Paperback,336,,,en,9780143440451,0,https://www.goodreads.com/book/show/50833091,/HandyLibrary/Icons/Img_9780143440451.png,/HandyLibrary/Photos/Img_9780143440451.png,https://books.google.com/books/content?id=tWllBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Naseeruddin Shah's sparkling memoir of his early years, &#8216;from zero to thirty-two', spans his extraordinary journey from a feudal hamlet near Meerut, to Catholic schools in Nainital and Ajmer and finally to stage and film stardom in Mumbai. Along the way, he recounts his passages through Aligarh University, the National School of Drama and the Film and Television Institute of India, where his luck finally began to change. And Then One Day tells a compelling tale, written with rare honesty and consummate elegance, leavened with tongue in cheek humour. There are moving portraits of family members, darkly funny accounts of his school days and vivid cameos of directors and actors he has worked with, among them Ebrahim Alkazi, Shyam Bengal, Girish Karnad, Om Puri and Shabana Azmi. The accounts of his struggle to earn a living through acting, his experiments with the craft, his love affairs, his early marriage, his successes and failures are narrated with remarkable frankness and objective self-assessment. Brimming with delightful anecdotes as well as poignant, often painful revelations, this book is a tour de force, destined to become a classic of the genre.</p>",,299.0,Non-fiction,4.0,,,,,Hindi,,2020-07-18T07:02:42.000Z,handylib
और फ़िर एक दिन , Naseeruddin Shah,Penguin UK,0-0-0,Paperback,336,,,en,9780143440451,0,https://www.goodreads.com/book/show/50833091,/HandyLibrary/Icons/Img_9780143440451.png,/HandyLibrary/Photos/Img_9780143440451.png,https://books.google.com/books/content?id=tWllBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Naseeruddin Shah's sparkling memoir of his early years, &#8216;from zero to thirty-two', spans his extraordinary journey from a feudal hamlet near Meerut, to Catholic schools in Nainital and Ajmer and finally to stage and film stardom in Mumbai. Along the way, he recounts his passages through Aligarh University, the National School of Drama and the Film and Television Institute of India, where his luck finally began to change. And Then One Day tells a compelling tale, written with rare honesty and consummate elegance, leavened with tongue in cheek humour. There are moving portraits of family members, darkly funny accounts of his school days and vivid cameos of directors and actors he has worked with, among them Ebrahim Alkazi, Shyam Bengal, Girish Karnad, Om Puri and Shabana Azmi. The accounts of his struggle to earn a living through acting, his experiments with the craft, his love affairs, his early marriage, his successes and failures are narrated with remarkable frankness and objective self-assessment. Brimming with delightful anecdotes as well as poignant, often painful revelations, this book is a tour de force, destined to become a classic of the genre.</p>
<br>",,299.0,Non-fiction,4.0,1,,,,Hindi,,2020-07-18T07:02:43.000Z,handylib
तमस, Bhisham Sahni,Rajkamal Prakashan,2009-0-0,Paperback,311,,,hin,9788126715732,0,https://www.goodreads.com/book/show/868258._,/HandyLibrary/Icons/Img_9788126715732.png,/HandyLibrary/Photos/Img_9788126715732.png,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478688438l/868258._SX98_.jpg,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Classic novel on partition, based on riots in 1947.</p>
<br>
<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">The book is about the exodus of a Sikh and Hindu family to India, in the backdrop of riot-stricken Pakistan, at the time of Partition of India in 1947. It shows a gruesome side of politics, and the compassionate side of humanity that survives any carnage.</p>",,299.0,Hindi,4.0,,,,,Hindi,,2020-07-18T07:02:44.000Z,handylib
दिल एक सादा काग़ज़, राही मासूम रज़ा,Rajkamal Prakashan,2012-0-0,Paperback,211,,,hin,9788126719198,0,https://www.goodreads.com/book/show/25713493,/HandyLibrary/Icons/Img_9788126719198.png,/HandyLibrary/Photos/Img_9788126719198.png,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434102523l/25713493._SX98_.jpg,,,195.0,Kundan,4.0,,,,,Hindi,,2020-07-18T07:02:45.000Z,handylib
Mrituinjay, Śivājī Sāvanta,Vani Prakashan,2012,Paperback,63,,,en,9788170554608,0,http://books.google.co.in/books?id=KCG6oWUaYKEC&dq=9788170554608&hl=&source=gbs_api,/HandyLibrary/Icons/Img_9788170554608.png,/HandyLibrary/Photos/Img_9788170554608.png,https://books.google.com/books/content?id=KCG6oWUaYKEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,150.0,Others,5.0,,,,,Hindi,,2020-07-18T07:02:46.000Z,handylib
'उमराव जान अदा , Mirza Mohammad Hadi Ruswa,"Rajkamal Prakashan, India",0-0-0,Paperback,240,,,hin,9788126711413,0,https://www.goodreads.com/book/show/32050978-umrao-jan-adaa,/HandyLibrary/Icons/Img_9788126711413.png,/HandyLibrary/Photos/Img_9788126711413.png,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473889044l/32050978._SX98_.jpg,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Umrao Jan Ada is perhaps one of the most enigmatic and forgotten female figures in South Asian Literature. The question of her existence, her beauty, her scholarly abilities and her poetic gift remains a mystery even today. The book is an account of Umrao's life as a Lucknawi courtesan, a nautch-girl, delivered in the first person by Umrao herself and documented by a close friend.</p>
<br>
<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">First published more than 100 years ago, the novel recreates the gracious ambience of old Lucknow and takes the reader on a fascinating journey through the palaces of wealthy nawabs, the hideouts of colourful vagabonds and the luxurious abodes of the city's courtesans. But more than evoking the ambience of a culture and decadence that was not merely aristocratic but inimitable, it is the complex characterisation of Umrao, and the life she lived as a courtesan, which makes the book memorable and significant.</p>
<br>
<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">'An excellent story-teller... Ruswa is one of the best Urdu prose writers of all times.' - Khushwant Singh</p>",,95.0,Classics,4.0,,,,,Hindi,,2020-07-18T07:02:47.000Z,handylib
पुनरारम्भ, नरेंद्र कोहली [Narendra Kohli],Diamond Pocket Books Pvt Ltd,0-0-0,Paperback,248,,,en,9789350722350,0,https://www.goodreads.com/book/show/40187807,/HandyLibrary/Icons/Img_9789350722350.png,/HandyLibrary/Photos/Img_9789350722350.png,https://books.google.com/books/content?id=MBqJDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">The capability of reading and other personal skills get improves on reading this book Punrarambh by Narendra Kohli.This book is available in Hindi with high quality printing.Books from Novel category surely gives you the best reading experience.</p>",,200.0,Young Adult Nonfiction,,,,,,Hindi,,2020-07-18T07:02:48.000Z,handylib
Agle Janam Mohe Bitia Na Kijo, Qurratulain Hyder,Rajkamal Prakashan,2009-0-0,Paperback,134,,,hin,9788126707133,0,https://www.goodreads.com/book/show/17997502-agle-janam-mohe-bitia-na-kijo,/HandyLibrary/Icons/Img_9788126707133.png,/HandyLibrary/Photos/Img_9788126707133.png,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369846943l/17997502._SX98_.jpg,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Two novelets</p>",,60.0,Urdu-literature,3.5,,,,,Hindi,,2020-07-18T07:02:49.000Z,handylib
मर्यादा पुरुषोत्तम, Nagarjun,वाणी प्रकाशन,1986-0-0,Paperback,148,,,hin,9789350721063,0,https://www.goodreads.com/book/show/44086410,/HandyLibrary/Icons/Img_9789350721063.png,/HandyLibrary/Photos/Img_9789350721063.png,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550817726l/44086410._SX98_.jpg,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#2346;&#2369;&#2352;&#2366;&#2344;&#2375; &#2332;&#2350;&#2366;&#2344;&#2375; &#2350;&#2375;&#2306; &#2361;&#2350;&#2366;&#2352;&#2375; &#2351;&#2361;&#2366;&#2305; &#2352;&#2366;&#2332;&#2346;&#2370;&#2340;&#2379;&#2306; &#2325;&#2375; &#2326;&#2366;&#2344;&#2342;&#2366;&#2344; &#2348;&#2361;&#2369;&#2340; &#2346;&#2381;&#2352;&#2360;&#2367;&#2342;&#2381;&#2343; &#2341;&#2375;&#2404; &#2319;&#2325; &#2330;&#2344;&#2381;&#2342;&#2381;&#2352; &#2357;&#2306;&#2358;, &#2342;&#2370;&#2360;&#2352;&#2366; &#2360;&#2370;&#2352;&#2381;&#2351; &#2357;&#2306;&#2358; &#2352;&#2366;&#2350; &#2360;&#2370;&#2352;&#2381;&#2351; &#2357;&#2306;&#2358;&#2368; &#2341;&#2375;&#2404; </p>
<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#2360;&#2370;&#2352;&#2381;&#2351; &#2357;&#2306;&#2358;&#2368; &#2352;&#2366;&#2332;&#2366;&#2323;&#2306; &#2325;&#2366; &#2311;&#2340;&#2367;&#2361;&#2366;&#2360; &#2325;&#2312; &#2346;&#2369;&#2352;&#2366;&#2339;&#2379;&#2306; &#2350;&#2375;&#2306; &#2350;&#2367;&#2354;&#2340;&#2366; &#2361;&#2376;&#2404; &#2309;&#2351;&#2379;&#2343;&#2381;&#2351;&#2366; &#2313;&#2344;&#2325;&#2368; &#2352;&#2366;&#2332;&#2343;&#2344;&#2368; &#2341;&#2368;&#2404; &#2342;&#2375;&#2358; &#2325;&#2366; &#2344;&#2366;&#2350; &#2325;&#2379;&#2358;&#2354; &#2341;&#2366;, &#2332;&#2367;&#2360;&#2375; &#2310;&#2332;&#2325;&#2354; &#2309;&#2357;&#2343; &#2325;&#2361;&#2340;&#2375; &#2361;&#2376;&#2306;&#2404; &#2351;&#2361; &#2309;&#2351;&#2379;&#2343;&#2381;&#2351;&#2366; &#2360;&#2352;&#2351;&#2370; &#2344;&#2342;&#2368; &#2325;&#2375; &#2340;&#2335; &#2309;&#2348; &#2349;&#2368; &#2319;&#2325; &#2340;&#2368;&#2352;&#2381;&#2341; &#2350;&#2375;&#2306; &#2357;&#2367;&#2342;&#2381;&#2351;&#2350;&#2366;&#2344; &#2361;&#2376;&#2404; &#2311;&#2360;&#2325;&#2379; &#2348;&#2360;&#2366;&#2344;&#2375; &#2325;&#2366; &#2358;&#2381;&#2352;&#2375;&#2351; &#2352;&#2366;&#2332;&#2366; &#2351;&#2369;&#2357;&#2344;&#2366;&#2358;&#2381;&#2357; &#2325;&#2379; &#2361;&#2376;&#2404; &#2357;&#2361; &#2350;&#2366;&#2344;&#2381;&#2343;&#2366;&#2340;&#2366; &#2325;&#2375; &#2346;&#2369;&#2340;&#2381;&#2352; &#2341;&#2375;&#2404; &#2352;&#2366;&#2332;&#2366; &#2351;&#2369;&#2357;&#2344;&#2366;&#2358;&#2381;&#2357; &#2325;&#2375; &#2325;&#2379;&#2312; &#2346;&#2369;&#2340;&#2381;&#2352; &#2344;&#2361;&#2368;&#2306; &#2341;&#2366;&#2404; &#2346;&#2369;&#2340;&#2381;&#2352; &#2346;&#2381;&#2352;&#2366;&#2346;&#2381;&#2340;&#2367; &#2325;&#2375; &#2354;&#2367;&#2319; &#2313;&#2344;&#2381;&#2361;&#2379;&#2306;&#2344;&#2375; &#2351;&#2332;&#2381;&#2334; &#2325;&#2367;&#2351;&#2366;&#2404; </p>
<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#2319;&#2325; &#2342;&#2367;&#2344; &#2351;&#2332;&#2381;&#2334; &#2350;&#2306;&#2337;&#2346; &#2350;&#2375;&#2306; &#2361;&#2368; &#2352;&#2366;&#2332;&#2366; &#2325;&#2379; &#2344;&#2368;&#2306;&#2342; &#2310; &#2327;&#2312;&#2404; &#2325;&#2369;&#2331; &#2325;&#2366;&#2354; &#2348;&#2366;&#2342; &#2348;&#2337;&#2364;&#2375; &#2332;&#2379;&#2352; &#2325;&#2368; &#2346;&#2381;&#2351;&#2366;&#2360; &#2354;&#2327;&#2368;, &#2325;&#2367;&#2344;&#2381;&#2340;&#2369; &#2346;&#2366;&#2344;&#2368; &#2325;&#2361;&#2368;&#2306; &#2344;&#2361;&#2368;&#2306; &#2350;&#2367;&#2354;&#2366;&#2404; &#2354;&#2366;&#2330;&#2366;&#2352; &#2361;&#2379; &#2352;&#2366;&#2332;&#2366; &#2344;&#2375; &#2350;&#2306;&#2337;&#2346; &#2350;&#2375;&#2306; &#2361;&#2368; &#2352;&#2326;&#2366; &#2361;&#2369;&#2310; &#2309;&#2349;&#2367;&#2350;&#2344;&#2381;&#2340;&#2381;&#2352;&#2367;&#2340; &#2332;&#2354; &#2346;&#2368; &#2354;&#2367;&#2351;&#2366; &#2324;&#2352; &#2347;&#2367;&#2352; &#2360;&#2379; &#2327;&#2319;&#2404; &#2360;&#2357;&#2375;&#2352;&#2375; &#2346;&#2369;&#2352;&#2379;&#2361;&#2367;&#2340; &#2348;&#2381;&#2352;&#2366;&#2361;&#2381;&#2350;&#2339;&#2379;&#2306; &#2344;&#2375; &#2346;&#2370;&#2331;&#2340;&#2366;&#2331; &#2325;&#2368; &#2325;&#2367; &#2350;&#2306;&#2337;&#2346; &#2350;&#2375;&#2306; &#2352;&#2326;&#2366; &#2361;&#2369;&#2310; &#2309;&#2349;&#2367;&#2350;&#2306;&#2340;&#2381;&#2352;&#2367;&#2340; &#2332;&#2354; &#2325;&#2366; &#2325;&#2381;&#2351;&#2366; &#2361;&#2369;&#2310; ? &#2352;&#2366;&#2332;&#2366; &#2344;&#2375; &#2348;&#2340;&#2366;&#2351;&#2366;, &#2332;&#2379;&#2352; &#2325;&#2368; &#2346;&#2381;&#2351;&#2366;&#2360; &#2354;&#2327;&#2368; &#2341;&#2368;, &#2357;&#2361; &#2346;&#2366;&#2344;&#2368; &#2350;&#2376;&#2306; &#2346;&#2368; &#2327;&#2351;&#2366;&#2404; &#2346;&#2369;&#2352;&#2379;&#2361;&#2367;&#2340;&#2379;&#2306; &#2344;&#2375; &#2325;&#2361;&#2366; &#2350;&#2361;&#2366;&#2352;&#2366;&#2332; &#2348;&#2337;&#2364;&#2366; &#2309;&#2344;&#2352;&#2381;&#2341; &#2325;&#2367;&#2351;&#2366; &#2310;&#2346;&#2344;&#2375;&#2404; &#2357;&#2361; &#2332;&#2354; &#2309;&#2349;&#2367;&#2350;&#2344;&#2381;&#2340;&#2381;&#2352;&#2367;&#2340; &#2341;&#2366;&#2404; &#2313;&#2360;&#2350;&#2375;&#2306; &#2327;&#2352;&#2381;&#2349; &#2325;&#2368; &#2358;&#2325;&#2381;&#2340;&#2367; &#2341;&#2368;&#2404; &#2357;&#2361; &#2332;&#2354; &#2352;&#2366;&#2344;&#2368; &#2325;&#2375; &#2354;&#2367;&#2319; &#2341;&#2366;&#2404;</p>
<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#2309;&#2348; &#2310;&#2346;&#2325;&#2375; &#2361;&#2368; &#2327;&#2352;&#2381;&#2349; &#2352;&#2361;&#2375;&#2327;&#2366;&#2404; &#2310;&#2346;&#2325;&#2375; &#2361;&#2368; &#2346;&#2375;&#2335; &#2360;&#2375; &#2360;&#2344;&#2381;&#2340;&#2366;&#2344; &#2313;&#2340;&#2381;&#2346;&#2344;&#2381;&#2344; &#2361;&#2379;&#2327;&#2368;&#2404; &#2352;&#2366;&#2332;&#2366; &#2348;&#2361;&#2369;&#2340; &#2328;&#2348;&#2352;&#2366;&#2319;, &#2325;&#2367;&#2344;&#2381;&#2340;&#2369; &#2313;&#2346;&#2366;&#2351; &#2361;&#2368; &#2325;&#2381;&#2351;&#2366; &#2341;&#2366; ? &#2360;&#2350;&#2351; &#2310;&#2344;&#2375; &#2346;&#2352; &#2352;&#2366;&#2332;&#2366; &#2344;&#2375; &#2327;&#2352;&#2381;&#2349; &#2343;&#2366;&#2352;&#2339; &#2325;&#2367;&#2351;&#2366;&#2404; &#2309;&#2344;&#2381;&#2340; &#2350;&#2375;&#2306; &#2352;&#2366;&#2332;&#2366; &#2325;&#2366; &#2346;&#2375;&#2335; &#2330;&#2368;&#2352;&#2366; &#2327;&#2351;&#2366; &#2324;&#2352; &#2313;&#2360;&#2350;&#2375;&#2306; &#2360;&#2375; &#2350;&#2366;&#2344;&#2381;&#2343;&#2366;&#2340;&#2366; &#2325;&#2366; &#2332;&#2344;&#2381;&#2350; &#2361;&#2369;&#2310;&#2404; &#2352;&#2366;&#2332;&#2366; &#2325;&#2379; &#2311;&#2340;&#2344;&#2366; &#2325;&#2359;&#2381;&#2335; &#2361;&#2369;&#2310; &#2325;&#2367; &#2313;&#2344;&#2325;&#2375; &#2346;&#2381;&#2352;&#2366;&#2339; &#2346;&#2326;&#2375;&#2352;&#2370; &#2313;&#2337;&#2364; &#2327;&#2351;&#2375;&#2404;</p>",,225.0,Others,5.0,,,,,Hindi,,2020-07-18T07:02:50.000Z,handylib
Agle Janam Mohe Bitia Na Kijo , Qurratulain Hyder,Rajkamal Prakashan,2009-0-0,Paperback,134,,,hin,9788126707133,0,https://www.goodreads.com/book/show/17997502-agle-janam-mohe-bitia-na-kijo,/HandyLibrary/Icons/Img_9788126707133.png,/HandyLibrary/Photos/Img_9788126707133.png,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369846943l/17997502._SX98_.jpg,"<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Two novelets</p>
<br>",,99.0,Urdu-literature,3.5,1,,,,Hindi,,2020-07-18T07:02:51.000Z,handylib
