"Title:","Author:","Publisher","Published Date:","Format:","Page number:","Series:","Vol:","Language:","ISBN:","Page read","Item_Url","Icon_Path","Photo_Path","Book Cover","Summary","Location:","Price:","Category:","RATE","Date added:","Copy","Read","Favorite","Comments","Bookshelf:","List Type"
"Parajay / Aleksander Fadeyev","Verma, Tras. Nirmal","Vani Prakashan","2010","Paperback","314","","","en","9789350001639","0","http://books.google.co.in/books?id=82cBAmvpvjUC&dq=9789350001639&hl=&source=gbs_api","/HandyLibrary/Icons/Img_9789350001639.png","/HandyLibrary/Photos/Img_9789350001639.png","https://books.google.com/books/content?id=82cBAmvpvjUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Novel based on revolutionary themes.</p>
","","150.0","Russian fiction","","7/25/2020","","","","","Hindi",""
"Parajay / Aleksander Fadeyev #copy 1","Verma, Tras. Nirmal","Vani Prakashan","2010","Paperback","314","","","en","9789350001639","0","http://books.google.co.in/books?id=82cBAmvpvjUC&dq=9789350001639&hl=&source=gbs_api","/HandyLibrary/Icons/Img_9789350001639.png","/HandyLibrary/Photos/Img_9789350001639.png","https://books.google.com/books/content?id=82cBAmvpvjUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Novel based on revolutionary themes.</p>
<br>
","","425.0","Russian fiction","","7/25/2020","1","","","","Hindi",""
"Chhui-Mui #copy 2","Chugtai, Ismat","","0-0-0","Paperback","147","","","en","9788126729548","0","https://www.goodreads.com/book/show/41553436-chhui-mui","/HandyLibrary/Icons/Img_9788126729548.png","/HandyLibrary/Photos/Img_9788126729548.png","","<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Collected stories and reportage of a Urdu author.</p>
<br>
","","175.0","Personal-library","4.0","7/25/2020","2","","","","Hindi",""
"Chhui-Mui #copy 3","Chugtai, Ismat","","0-0-0","Paperback","147","","","en","9788126729548","0","https://www.goodreads.com/book/show/41553436-chhui-mui","/HandyLibrary/Icons/Img_9788126729548.png","/HandyLibrary/Photos/Img_9788126729548.png","","<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Collected stories and reportage of a Urdu author.</p>
<br>
","","175.0","Personal-library","4.0","7/25/2020","3","","","","Hindi",""
"Shadi ka Album","Karnad, Girish","Radhakrishna Prakashan","0-0-0","Paperback","124","","","hi","9788183618496","0","https://www.goodreads.com/book/show/46207769-shadi-ka-album","/HandyLibrary/Icons/Img_9788183618496.png","/HandyLibrary/Photos/Img_9788183618496.png","https://books.google.com/books/content?id=yFeNDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Wedding Album, the latest play written by renowned playwright Girish Karnad, is a hilarious and moving spectacle that is deeply revelatory about the India that we live in today. The central characters of this play portray the modern, middle-class, Indian family: a daughter who lives in Australia with her husband and children, a son who is a media professional, a younger daughter who is willing to marry a 'suitable' boy from the US whom she has never met, a doting mother, an ageing father rapidly losing his authority, and a loyal cook.</p>
<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">Wedding Album operates at two levels: it explores the traditional Indian wedding in a globalized, technologically-advanced India even as it juxtaposes the very different life experiences and expectations of the family and the loyal cook. By doing this, Karnad reveals how particular notions of wealth, well-being, sexual propriety, tradition, and modernity form the basis of middle-class society in contemporary India. </p>
<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">This play has already been staged at numerous venues and was translated by Karnad himself from Kannada into English. An outstanding addition to OUP's corpus of plays by Girish Karnad, this volume will be of value not only to students and teachers of modern Indian drama, but also to general readers.</p>
<br>
","","250.0","Plays","3.5","7/25/2020","","","","","Hindi",""
"Tedhi Lakeer #copy 1","Chughtai, Ismat","Rajkamal Prakashan","0-0-0","Paperback","368","","","hi","9788126708581","0","https://www.goodreads.com/book/show/52356143-tedhi-lakeer","/HandyLibrary/Icons/Img_9788126708581.png","/HandyLibrary/Photos/Img_9788126708581.png","https://books.google.com/books/content?id=LFnwIuRI75EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">NOVEL BY THE FIRST MUSLIM WOMAN BORN IN INDIA TO GAIN A BA AND A DEGREE IN TEACHING.</p>
<br>
","","395.0","Fiction","4.0","7/25/2020","1","","","","Hindi",""
"Tedhi Lakeer #copy 2","Chughtai, Ismat","Rajkamal Prakashan","0-0-0","Paperback","368","","","hi","9788126708581","0","https://www.goodreads.com/book/show/52356143-tedhi-lakeer","/HandyLibrary/Icons/Img_9788126708581.png","/HandyLibrary/Photos/Img_9788126708581.png","https://books.google.com/books/content?id=LFnwIuRI75EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">NOVEL BY THE FIRST MUSLIM WOMAN BORN IN INDIA TO GAIN A BA AND A DEGREE IN TEACHING.</p>
<br>
","","395.0","Fiction","4.0","7/25/2020","2","","","","Hindi",""
"Tedhi Lakeer #copy 3","Chughtai, Ismat","Rajkamal Prakashan","0-0-0","Paperback","368","","","hi","9788126708581","0","https://www.goodreads.com/book/show/52356143-tedhi-lakeer","/HandyLibrary/Icons/Img_9788126708581.png","/HandyLibrary/Photos/Img_9788126708581.png","https://books.google.com/books/content?id=LFnwIuRI75EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">NOVEL BY THE FIRST MUSLIM WOMAN BORN IN INDIA TO GAIN A BA AND A DEGREE IN TEACHING.</p>
<br>
","","395.0","Fiction","4.0","7/25/2020","3","","","","Hindi",""
"Tedhi Lakeer #copy 4","Chughtai, Ismat","Rajkamal Prakashan","0-0-0","Paperback","368","","","hi","9788126708581","0","https://www.goodreads.com/book/show/52356143-tedhi-lakeer","/HandyLibrary/Icons/Img_9788126708581.png","/HandyLibrary/Photos/Img_9788126708581.png","https://books.google.com/books/content?id=LFnwIuRI75EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">NOVEL BY THE FIRST MUSLIM WOMAN BORN IN INDIA TO GAIN A BA AND A DEGREE IN TEACHING.</p>
<br>
","","395.0","Fiction","4.0","7/25/2020","4","","","","Hindi",""
"Meghdoot #copy 1","V, Nagarjun","Vani Prakashan","2014-03-16","Paperback","0","","","en","9789350725740","0","https://play.google.com/store/books/details?id=7IIkDwAAQBAJ&source=gbs_api","/HandyLibrary/Icons/Img_9789350725740.png","/HandyLibrary/Photos/Img_9789350725740.png","https://books.google.com/books/content?id=7IIkDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","","","300.0","Others","","7/25/2020","1","","","","Hindi",""
"Aadhe Adhure #copy 1","Rakesh, Mohan","","2017-0-0","Paperback","0","","","hin","9788183618564","0","https://www.goodreads.com/book/show/39789264-aadhe-adhure","/HandyLibrary/Icons/Img_9788183618564.png","/HandyLibrary/Photos/Img_9788183618564.png","","<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#2310;&#2343;&#2375;-&#2309;&#2343;&#2370;&#2352;&#2375; &#2310;&#2332; &#2325;&#2375; &#2332;&#2368;&#2357;&#2344; &#2325;&#2375; &#2319;&#2325; &#2327;&#2361;&#2344; &#2309;&#2344;&#2369;&#2349;&#2357; &#2326;&#2339;&#2381;&#2337; &#2325;&#2379; &#2350;&#2370;&#2352;&#2381;&#2340; &#2325;&#2352;&#2340;&#2366; &#2361;&#2376;&#2404; &#2311;&#2360;&#2325;&#2375; &#2354;&#2367;&#2319; &#2361;&#2367;&#2344;&#2381;&#2342;&#2368; &#2325;&#2375; &#2332;&#2368;&#2357;&#2344;&#2381;&#2340; &#2350;&#2369;&#2361;&#2366;&#2357;&#2352;&#2375; &#2325;&#2379; &#2346;&#2325;&#2337;&#2364;&#2344;&#2375; &#2325;&#2368; &#2360;&#2366;&#2352;&#2381;&#2341;&#2325; &#2346;&#2381;&#2352;&#2349;&#2366;&#2357;&#2358;&#2366;&#2354;&#2368; &#2325;&#2379;&#2358;&#2367;&#2358; &#2325;&#2368; &#2327;&#2351;&#2368; &#2361;&#2376;&#2404;...&#2311;&#2360; &#2344;&#2366;&#2335;&#2325; &#2325;&#2368; &#2319;&#2325; &#2309;&#2340;&#2381;&#2351;&#2344;&#2381;&#2340; &#2350;&#2361;&#2340;&#2381;&#2357;&#2346;&#2370;&#2352;&#2381;&#2339; &#2357;&#2367;&#2358;&#2375;&#2359;&#2340;&#2366; &#2311;&#2360;&#2325;&#2368; &#2349;&#2366;&#2359;&#2366; &#2361;&#2376;&#2404; &#2311;&#2360;&#2350;&#2375;&#2306; &#2357;&#2361; &#2360;&#2366;&#2350;&#2352;&#2381;&#2341;&#2381;&#2351; &#2361;&#2376; &#2332;&#2379; &#2360;&#2350;&#2325;&#2366;&#2354;&#2368;&#2344; &#2332;&#2368;&#2357;&#2344; &#2325;&#2375; &#2340;&#2344;&#2366;&#2357; &#2325;&#2379; &#2346;&#2325;&#2337;&#2364; &#2360;&#2325;&#2375;&#2404; &#2358;&#2348;&#2381;&#2342;&#2379;&#2306; &#2325;&#2366; &#2330;&#2351;&#2344; &#2313;&#2344;&#2325;&#2366; &#2325;&#2381;&#2352;&#2350; &#2313;&#2344;&#2325;&#2366; &#2360;&#2306;&#2351;&#2379;&#2332;&#2344; &#2360;&#2348; &#2325;&#2369;&#2331; &#2320;&#2360;&#2366; &#2361;&#2376;, &#2332;&#2379; &#2348;&#2361;&#2369;&#2340; &#2360;&#2350;&#2381;&#2346;&#2370;&#2352;&#2381;&#2339;&#2340;&#2366; &#2360;&#2375; &#2309;&#2349;&#2367;&#2346;&#2381;&#2352;&#2375;&#2340; &#2325;&#2379; &#2309;&#2349;&#2367;&#2357;&#2381;&#2351;&#2325;&#2381;&#2340; &#2325;&#2352;&#2340;&#2366; &#2361;&#2376;&#2404; &#2354;&#2367;&#2326;&#2367;&#2340; &#2358;&#2348;&#2381;&#2342; &#2325;&#2368; &#2351;&#2361; &#2358;&#2325;&#2381;&#2340;&#2367; &#2324;&#2352; &#2313;&#2330;&#2381;&#2330;&#2366;&#2352;&#2367;&#2340; &#2343;&#2381;&#2357;&#2344;&#2367;&#2360;&#2350;&#2370;&#2361; &#2325;&#2366; &#2351;&#2361;&#2368; &#2348;&#2354; &#2361;&#2376; &#2332;&#2367;&#2360;&#2325;&#2375; &#2325;&#2366;&#2352;&#2339;, &#2351;&#2361; &#2344;&#2366;&#2335;&#2381;&#2351; &#2352;&#2330;&#2344;&#2366; &#2348;&#2344;&#2381;&#2342; &#2324;&#2352; &#2326;&#2369;&#2354;&#2375; &#2342;&#2379;&#2344;&#2379;&#2306; &#2346;&#2381;&#2352;&#2325;&#2366;&#2352; &#2325;&#2375; &#2350;&#2306;&#2330;&#2379;&#2306; &#2346;&#2352; &#2309;&#2346;&#2344;&#2366; &#2360;&#2350;&#2381;&#2350;&#2379;&#2361;&#2344; &#2348;&#2344;&#2366;&#2351;&#2375; &#2352;&#2326; &#2360;&#2325;&#2368;&#2404;</p>
<br>
<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#2351;&#2361; &#2344;&#2366;&#2335;&#2381;&#2351;&#2366;&#2354;&#2375;&#2326; &#2319;&#2325; &#2360;&#2381;&#2340;&#2352; &#2346;&#2352; &#2360;&#2381;&#2340;&#2381;&#2352;&#2368;-&#2346;&#2369;&#2352;&#2369;&#2359; &#2325;&#2375; &#2354;&#2327;&#2366;&#2357; &#2324;&#2352; &#2340;&#2344;&#2366;&#2357; &#2325;&#2366; &#2342;&#2360;&#2381;&#2340;&#2366;&#2357;&#2375;&#2332;&#2364; &#2361;&#2376;&#2404; &#2342;&#2370;&#2360;&#2352;&#2375; &#2360;&#2381;&#2340;&#2352; &#2346;&#2352; &#2346;&#2366;&#2352;&#2367;&#2357;&#2366;&#2352;&#2367;&#2325; &#2357;&#2367;&#2328;&#2335;&#2344; &#2325;&#2368; &#2327;&#2366;&#2341;&#2366; &#2361;&#2376;&#2404; &#2319;&#2325; &#2309;&#2344;&#2381;&#2351; &#2360;&#2381;&#2340;&#2352; &#2346;&#2352; &#2351;&#2361; &#2344;&#2366;&#2335;&#2381;&#2351; &#2352;&#2330;&#2344;&#2366; &#2350;&#2366;&#2344;&#2357;&#2368;&#2351; &#2360;&#2344;&#2381;&#2340;&#2379;&#2359; &#2325;&#2375; &#2309;&#2343;&#2370;&#2352;&#2375;&#2346;&#2344; &#2325;&#2366; &#2352;&#2375;&#2326;&#2366;&#2306;&#2325;&#2344; &#2361;&#2376;&#2404; &#2332;&#2379; &#2354;&#2379;&#2327; &#2332;&#2367;&#2344;&#2381;&#2342;&#2327;&#2368; &#2360;&#2375; &#2348;&#2361;&#2369;&#2340; &#2325;&#2369;&#2331; &#2330;&#2366;&#2361;&#2340;&#2375; &#2361;&#2376;&#2306;, &#2313;&#2344;&#2325;&#2368; &#2340;&#2371;&#2346;&#2381;&#2340;&#2367; &#2309;&#2343;&#2370;&#2352;&#2368; &#2352;&#2361;&#2340;&#2368; &#2361;&#2376;|</p>
<br>
","","150.0","Plays","4.0","7/25/2020","1","","","","Hindi",""
"Aadhe Adhure #copy 2","Rakesh, Mohan","","2017-0-0","Paperback","0","","","hin","9788183618564","0","https://www.goodreads.com/book/show/39789264-aadhe-adhure","/HandyLibrary/Icons/Img_9788183618564.png","/HandyLibrary/Photos/Img_9788183618564.png","","<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#2310;&#2343;&#2375;-&#2309;&#2343;&#2370;&#2352;&#2375; &#2310;&#2332; &#2325;&#2375; &#2332;&#2368;&#2357;&#2344; &#2325;&#2375; &#2319;&#2325; &#2327;&#2361;&#2344; &#2309;&#2344;&#2369;&#2349;&#2357; &#2326;&#2339;&#2381;&#2337; &#2325;&#2379; &#2350;&#2370;&#2352;&#2381;&#2340; &#2325;&#2352;&#2340;&#2366; &#2361;&#2376;&#2404; &#2311;&#2360;&#2325;&#2375; &#2354;&#2367;&#2319; &#2361;&#2367;&#2344;&#2381;&#2342;&#2368; &#2325;&#2375; &#2332;&#2368;&#2357;&#2344;&#2381;&#2340; &#2350;&#2369;&#2361;&#2366;&#2357;&#2352;&#2375; &#2325;&#2379; &#2346;&#2325;&#2337;&#2364;&#2344;&#2375; &#2325;&#2368; &#2360;&#2366;&#2352;&#2381;&#2341;&#2325; &#2346;&#2381;&#2352;&#2349;&#2366;&#2357;&#2358;&#2366;&#2354;&#2368; &#2325;&#2379;&#2358;&#2367;&#2358; &#2325;&#2368; &#2327;&#2351;&#2368; &#2361;&#2376;&#2404;...&#2311;&#2360; &#2344;&#2366;&#2335;&#2325; &#2325;&#2368; &#2319;&#2325; &#2309;&#2340;&#2381;&#2351;&#2344;&#2381;&#2340; &#2350;&#2361;&#2340;&#2381;&#2357;&#2346;&#2370;&#2352;&#2381;&#2339; &#2357;&#2367;&#2358;&#2375;&#2359;&#2340;&#2366; &#2311;&#2360;&#2325;&#2368; &#2349;&#2366;&#2359;&#2366; &#2361;&#2376;&#2404; &#2311;&#2360;&#2350;&#2375;&#2306; &#2357;&#2361; &#2360;&#2366;&#2350;&#2352;&#2381;&#2341;&#2381;&#2351; &#2361;&#2376; &#2332;&#2379; &#2360;&#2350;&#2325;&#2366;&#2354;&#2368;&#2344; &#2332;&#2368;&#2357;&#2344; &#2325;&#2375; &#2340;&#2344;&#2366;&#2357; &#2325;&#2379; &#2346;&#2325;&#2337;&#2364; &#2360;&#2325;&#2375;&#2404; &#2358;&#2348;&#2381;&#2342;&#2379;&#2306; &#2325;&#2366; &#2330;&#2351;&#2344; &#2313;&#2344;&#2325;&#2366; &#2325;&#2381;&#2352;&#2350; &#2313;&#2344;&#2325;&#2366; &#2360;&#2306;&#2351;&#2379;&#2332;&#2344; &#2360;&#2348; &#2325;&#2369;&#2331; &#2320;&#2360;&#2366; &#2361;&#2376;, &#2332;&#2379; &#2348;&#2361;&#2369;&#2340; &#2360;&#2350;&#2381;&#2346;&#2370;&#2352;&#2381;&#2339;&#2340;&#2366; &#2360;&#2375; &#2309;&#2349;&#2367;&#2346;&#2381;&#2352;&#2375;&#2340; &#2325;&#2379; &#2309;&#2349;&#2367;&#2357;&#2381;&#2351;&#2325;&#2381;&#2340; &#2325;&#2352;&#2340;&#2366; &#2361;&#2376;&#2404; &#2354;&#2367;&#2326;&#2367;&#2340; &#2358;&#2348;&#2381;&#2342; &#2325;&#2368; &#2351;&#2361; &#2358;&#2325;&#2381;&#2340;&#2367; &#2324;&#2352; &#2313;&#2330;&#2381;&#2330;&#2366;&#2352;&#2367;&#2340; &#2343;&#2381;&#2357;&#2344;&#2367;&#2360;&#2350;&#2370;&#2361; &#2325;&#2366; &#2351;&#2361;&#2368; &#2348;&#2354; &#2361;&#2376; &#2332;&#2367;&#2360;&#2325;&#2375; &#2325;&#2366;&#2352;&#2339;, &#2351;&#2361; &#2344;&#2366;&#2335;&#2381;&#2351; &#2352;&#2330;&#2344;&#2366; &#2348;&#2344;&#2381;&#2342; &#2324;&#2352; &#2326;&#2369;&#2354;&#2375; &#2342;&#2379;&#2344;&#2379;&#2306; &#2346;&#2381;&#2352;&#2325;&#2366;&#2352; &#2325;&#2375; &#2350;&#2306;&#2330;&#2379;&#2306; &#2346;&#2352; &#2309;&#2346;&#2344;&#2366; &#2360;&#2350;&#2381;&#2350;&#2379;&#2361;&#2344; &#2348;&#2344;&#2366;&#2351;&#2375; &#2352;&#2326; &#2360;&#2325;&#2368;&#2404;</p>
<br>
<p dir=""ltr"" style=""margin-top:0; margin-bottom:0;"">&#2351;&#2361; &#2344;&#2366;&#2335;&#2381;&#2351;&#2366;&#2354;&#2375;&#2326; &#2319;&#2325; &#2360;&#2381;&#2340;&#2352; &#2346;&#2352; &#2360;&#2381;&#2340;&#2381;&#2352;&#2368;-&#2346;&#2369;&#2352;&#2369;&#2359; &#2325;&#2375; &#2354;&#2327;&#2366;&#2357; &#2324;&#2352; &#2340;&#2344;&#2366;&#2357; &#2325;&#2366; &#2342;&#2360;&#2381;&#2340;&#2366;&#2357;&#2375;&#2332;&#2364; &#2361;&#2376;&#2404; &#2342;&#2370;&#2360;&#2352;&#2375; &#2360;&#2381;&#2340;&#2352; &#2346;&#2352; &#2346;&#2366;&#2352;&#2367;&#2357;&#2366;&#2352;&#2367;&#2325; &#2357;&#2367;&#2328;&#2335;&#2344; &#2325;&#2368; &#2327;&#2366;&#2341;&#2366; &#2361;&#2376;&#2404; &#2319;&#2325; &#2309;&#2344;&#2381;&#2351; &#2360;&#2381;&#2340;&#2352; &#2346;&#2352; &#2351;&#2361; &#2344;&#2366;&#2335;&#2381;&#2351; &#2352;&#2330;&#2344;&#2366; &#2350;&#2366;&#2344;&#2357;&#2368;&#2351; &#2360;&#2344;&#2381;&#2340;&#2379;&#2359; &#2325;&#2375; &#2309;&#2343;&#2370;&#2352;&#2375;&#2346;&#2344; &#2325;&#2366; &#2352;&#2375;&#2326;&#2366;&#2306;&#2325;&#2344; &#2361;&#2376;&#2404; &#2332;&#2379; &#2354;&#2379;&#2327; &#2332;&#2367;&#2344;&#2381;&#2342;&#2327;&#2368; &#2360;&#2375; &#2348;&#2361;&#2369;&#2340; &#2325;&#2369;&#2331; &#2330;&#2366;&#2361;&#2340;&#2375; &#2361;&#2376;&#2306;, &#2313;&#2344;&#2325;&#2368; &#2340;&#2371;&#2346;&#2381;&#2340;&#2367; &#2309;&#2343;&#2370;&#2352;&#2368; &#2352;&#2361;&#2340;&#2368; &#2361;&#2376;|</p>
<br>
","","150.0","Plays","4.0","7/25/2020","2","","","","Hindi",""
