Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Aapka Bunti,,,,,Mannu Bhandari,"Bhandari, Mannu",,,,,,Radhakrishna Prakashan,,2009/09/01,2009,,,,,"आपका बंटी आपका बंटी मन्नू भंडारी के उन बेजोड़ उपन्यासों में है जिनके बिना न बीसवीं शताब्दी के हिन्दी उपन्यास की बात की जा सकती है न स्त्री-विमर्श को सही धरातल पर समझा जा सकता है। तीस वर्ष पहले (1970 में) लिखा गया यह उपन्यास हिन्दी की लोकप्रिय पुस्तकों की पहली पंक्ति में है। दर्जनों संस्करण और अनुवादों का यह सिलसिला आज भी वैसा ही है जैसा धर्मयुग में पहली बार धारावाहिक के रूप से प्रकाशन के दौरान था। बच्चे की निगाहों और घायल होती संवेदना की निगाहों से देखी गई परिवार की यह दुनिया एक भयावह दुस्वप्न बन जाती है। कहना मुश्किल है कि यह कहानी बालक बंटी की है या माँ शकुन की। सभी तो एक-दूसरे में ऐसे उलझे हैं कि एक की त्रासदी सभी की यातना बन जाती है। शकुन के जीवन का सत्य है कि स्त्री की जायजश् महत्त्वाकांक्षा और आत्मनिर्भरता पुरुष के लिए चुनौती है - नतीजे में दाम्पत्य तनाव उसे अलगाव तक ला छोड़ता है। यह शकुन का नहीं, समाज में निरन्तर अपनी जगह बनाती, फैलाती और अपना क़द बढ़ाती ‘नई स्त्री’ का सत्य है। पति-पत्नी के इस द्वन्द्व में यहाँ भी वही सबसे अधिक पीसा जाता है बंटी, जो नितान्त निर्दोष, निरीह और असुरक्षित है। बच्चे की चेतना में बड़ों के इस संसार को कथाकार मन्नू भंडारी ने पहली बार पहचाना था। बाल मनोविज्ञान की गहरी समझ-बूझ के लिए चर्चित, प्रशंसित इस उपन्यास का हर पृष्ठ ही मर्मस्पर्शी और विचारोत्तेजक है। हिन्दी उपन्यास की एक मूल्यवान उपलब्धि के रूप में आपका बंटी एक कालजयी उपन्यास है।",,,,,,,,,,,207,,,,,225 INR,Hindi,,,,,,9788183610933,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 17:58:25.347762942,,,,,,,pbBDDwAAQBAJ,Hindi,0,0,,https://smedia2.intoday.in/aajtak/images/stories/032019/aapka_banti_1554280939_618x347.jpeg,
Ādhāraśilāeṃ,,,,,1932-2007 Kamaleśvara,"Kamaleśvara, 1932-2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325 ₹,Hindi,,,,93906855,,9788170282587,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 18:09:56.177554965,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170282586.01Z.jpg,
Ādhāraśilāeṃ,,,,,1932-2007 Kamaleśvara,"Kamaleśvara, 1932-2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325 ₹,Hindi,,,,93906855,,9788170282587,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 18:06:52.974362015,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170282586.01Z.jpg,
Baṛī begama,,,,,Acharya Caturasena,"Caturasena, Acharya",,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,225 ₹,Hindi,,,,,,9789350643334,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 18:06:06.306651949,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643332.01Z.jpg,
Baṛī begama,,,,,Acharya Caturasena,"Caturasena, Acharya",,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,225 ₹,Hindi,,,,,,9789350643334,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 18:05:32.616693019,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643332.01Z.jpg,
Ḍogarī kī cunī huī kahāniyām̐,,,,,Kamaleshwar,Kamaleshwar,,,,,,Rājapāla eṇḍa Sanza,,,2012,,,,,,,,,,,,,,,,183,,,,,325 ₹,Hindi,,,,,,9788170289128,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 18:10:18.278705000,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170289122.01Z.jpg,
Ḍogarī kī cunī huī kahāniyām̐,,,,,Kamaleshwar,Kamaleshwar,,,,,,Rājapāla eṇḍa Sanza,,,2012,,,,,,,,,,,,,,,,183,,,,,325 ₹,Hindi,,,,,,9788170289128,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 18:08:03.963899970,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170289122.01Z.jpg,
Dushkara,,,,,Mahāśvetā Debī,"Debī, Mahāśvetā",,,,,,Vani Prakashan,,,2010,,,,,Novel based on social themes.,,,,,,,,,,,120,,,,,200 ₹,Hindi,,,,,,9789350002322,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 18:04:08.950502991,,,,,,,K51HGlhYVt4C,Hindi,0,0,,,
Gouraiyon Ko To Gussa Nahin Aata,,,,,Damodar Kharse,"Kharse, Damodar",,,,,,Vani Prakashan,,2015/05/03,2015,,,,,,,,,,,,,,,,184,,,,,350 INR,Hindi,,,,2015363590,,9789350729878,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 18:05:10.601508975,,,,,,,fE_XDgAAQBAJ,Hindi,0,0,,,
Jenny Meharban Singh,,,,,Krishna Sobti,"Sobti, Krishna",,,,,,Rajkamal Prakashan,,2009/09/01,2009,,,,,"जैनी मेहरबान सिंह भारतीय मूल के प्रवासी मेहरबान सिंह और उनकी पत्नी लिज़ा की इकलौती सन्तान सुनहरी बालों वाली जैनी पूर्व और पश्चिम, देश और विदेश के दोरंगी सम्मिश्रण की अनोखी तस्वीर है। चुलबुली मनमौजी, समझदार और गम्भीर एक साथ। जैनी मेहरबान सिंह ज़िन्दगी के रोमांस, उत्साह, उमंग और उजास की पटकथा है जिसे कृष्णा सोबती ने गुनगुनी सादगी से प्रस्तुत किया है। वैन्कूवर से दूर पिछवाड़े से झाँकते हैं एक दूसरे के वैरी दो गाँव पट्टीवाल और अट्टारीवाल। एक दूसरे को तरेरते दो कुनबों के बीच पड़ी गहरी दरारें, जान लेने वाली दुश्मनियाँ और मरने मारने की कसमें! ऐसे में मेहरबान सिंह और साहब कौर की अल्हड़ मुहब्बत कैसे परवान चढ़ती ! मेहरबान सिंह ने अपनी मुहब्बत की ख़ातिर जान बख्श देने की दोस्ती निभाई और गाँव को पीठ दे कैनेडा जा बसे। नए मुल्क में नई जिन्दगी चल निकली। लिज़ा को खूब तो प्यार दिया, जैनी को भरपूर लाड़-चाव फिर भी दिल से लगी साहिब कौर की छवि मद्धम न पड़ी - इसके बाद की चलचित्री कहानी क्या मोड़ लेती है - पढ़कर देखिए जैनी मेहरबान सिंह।",,,,,,,,,,,131,,,,,75 INR,Hindi,,,,,,9788126716821,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 18:01:41.488724946,,,,,,,W5wIsBRDEc8C,Hindi,0,0,,,
