Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
'दशद्वार' से 'सोपान' तक,,,,,बच्चन,बच्चन,,,,,,Rajpal & Sons,,,1998,,,,,Autobiography of Harivansh Rai Bachchan (Part 4),,,,,,,,,,,507,,,,,525 ₹,Hindi,,,,,,9788170281177,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/21 15:42:21.983301997,,,,,,,gUf74Wwa94wC,Hindi,0,0,,,
Aanabana,,,,,Acharya Caturasena,"Caturasena, Acharya",,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,115 ₹,,,,,,,9789350642207,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/21 17:40:50.109873056,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350642204.01Z.jpg,
Awara Bheed Ke Khatare,,,,,Hariśaṅkara Parasāī,"Parasāī, Hariśaṅkara",,,,,,Rajkamal Prakashan Pvt. Limited,,2005/09/01,2005,,,,,,,,,,,,,,,,172,,,,,395 ₹,Hindi,,,,,,9788126701414,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/21 16:19:07.347916960,,,,,,,UgKgPwAACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/8126701412.01Z.jpg,
Bāteṃ-Mulāqāteṃ,,ātmaparaka-sāhityaparaka,,,Manohara Śyāma Jośī,"Jośī, Manohara Śyāma",,,,,,Vāṇī Prakāśana,,,2014,,,,Interviews,,,,,,,,,,,,183,,,,,395 ₹,,,,PK2098.25.O666 Z695 2014,2014361530,,9789350726952,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/21 16:11:56.865942001,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350726955.01Z.jpg,
Candrakāntā,,Tilismī evaṃ romāñcaka prema-kathā,,,Devakīnandana Khatrī,"Khatrī, Devakīnandana",,,,,,Sākshī Prakāśana,,,2012,,,,,,,,,,,,,,,,280,,,,,125 ₹,,,,,,,9788186265895,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/21 17:36:19.735548973,,,,,,,,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/71B7A7FD-360A-4091-B972-9D2E89E85B67,
"Dropdi ki Mahabharat  [Paperback] [Aug 06, 2015] Chitra Banerjee Divakaruni",,Pāñcālī ke pariprekshya se varṇita mahāgāthā,,,Chitra Banerjee Divakaruni,"Divakaruni, Chitra Banerjee",,,,,,imusti,,2015/08/06,2015,,,,,,,,,,,,,,,,356,,,,,299 ₹,,,,,,,9788183225809,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/21 16:14:03.426182985,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/9385114-L.jpg,
"Dropdi ki Mahabharat  [Paperback] [Aug 06, 2015] Chitra Banerjee Divakaruni",,Pāñcālī ke pariprekshya se varṇita mahāgāthā,,,Chitra Banerjee Divakaruni,"Divakaruni, Chitra Banerjee",,,,,,imusti,,2015/08/06,2015,,,,,,,,,,,,,,,,356,,,,,299 ₹,,,,,,,9788183225809,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/21 16:14:34.660249948,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/9385114-L.jpg,
Gurukathā anantā,,,,,Bimala Kumāra Hajārikā,"Hajārikā, Bimala Kumāra",,,,,,Sākshī Prakāśana,,,2003,,,,,,,,,,,,,,,,80,,,,,100 ₹,,,,,,,9788186265956,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/21 16:12:39.184659004,,,,,,,,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/CED5BBA5-B660-4AFD-949A-C6752F1BEF4E,
Jhopadi Wale Aur Anya Kahaniya / Mihail Sadoveanu,,Romāniyāī kathā-sāhitya,,,Tras. Nirmal Verma,"Verma, Tras. Nirmal",,,,,,Vani Prakashan,,,2010,,,,,,,,,,,,,,,,186,,,,,250 ₹,Hindi,,,,,,9789350001585,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/21 15:33:45.261543989,,,,,,,f8h23EhpVoAC,Hindi,0,0,,,
Kābulīvālā tathā anya kahāniyām̐,,,,,Rabindranath Tagore,"Tagore, Rabindranath",,,,,,Sākshī Prakāśana,,,2012,,,,,,,,,,,,,,,,160,,,,,100 ₹,,,,,,,9788186265864,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/21 15:32:45.538372993,,,,,,,,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/8661F4EC-B387-4182-8951-F56EB1C550F9,
