Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Aawaz Do Hum Ek Hain,,,,,Jan Nisar Akhtar,"Akhtar, Jan Nisar",,,,,,Manjul Publishing,,2018/04/15,2018,,,,Poetry,"आवाज़ दो हम एक हैं' हिंदी में जां निसार अख़्तर की आज भी जवान शायरी की पहली मुकम्मल किताब है, जो उनके शायराना मिज़ाज और कलंदराना अंदाज़ से हिंदी के पाठकों को रूबरू कराएगी I उर्दू में प्रकाशित उनकी सभी 6 किताबों से ली गई चुनिंदा रचनाओं को संपादित कर यह संकलन तैयार किया गया है I लगभग आधी सदी पहले लिखी गई उनकी शायरी अपनी पूरी चमक के साथ मौजूद है, और हिंदी जगत को इस गौरव, ख़ुशी और उम्मीद के साथ समर्पित है कि यह अदब के एक बड़े फ़नकार का सही मायने में परिचय करा पाएगी I",,,,,,,,,,,240,,,,,295 INR,Hindi,,,,,,9789387383234,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:53:25.868741035,,,,,,,gWBaDwAAQBAJ,Hindi,0,0,,,
Aawaz Do Hum Ek Hain,,,,,Jan Nisar Akhtar,"Akhtar, Jan Nisar",,,,,,Manjul Publishing,,2018/04/15,2018,,,,Poetry,"आवाज़ दो हम एक हैं' हिंदी में जां निसार अख़्तर की आज भी जवान शायरी की पहली मुकम्मल किताब है, जो उनके शायराना मिज़ाज और कलंदराना अंदाज़ से हिंदी के पाठकों को रूबरू कराएगी I उर्दू में प्रकाशित उनकी सभी 6 किताबों से ली गई चुनिंदा रचनाओं को संपादित कर यह संकलन तैयार किया गया है I लगभग आधी सदी पहले लिखी गई उनकी शायरी अपनी पूरी चमक के साथ मौजूद है, और हिंदी जगत को इस गौरव, ख़ुशी और उम्मीद के साथ समर्पित है कि यह अदब के एक बड़े फ़नकार का सही मायने में परिचय करा पाएगी I",,,,,,,,,,,240,,,,,295 INR,Hindi,,,,,,9789387383234,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:53:00.894108057,,,,,,,gWBaDwAAQBAJ,Hindi,0,0,,,
Āsamāna se āge,,[g̲h̲azala saṅgraha],,,Rājeśa Reḍḍī,"Reḍḍī, Rājeśa",,,,,,Vani Prakashan,,,2009,,,,,Collection of ghazals.,,,,,,,,,,,130,,,,,200 ₹,Hindi,,,,2009306304,,9789350000243,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:28:33.096145033,,,,,,,nFHMiCNnqy8C,Hindi,0,0,,,
Charag,,,,,Waseem Barelvi,"Barelvi, Waseem",,,,,,Manjul Publishing,,,,,,,Poetry,"वसीम बरेलवी की रचनायें खास व आम दोनों ही तरह के लोगों की ज़बान पर रहते हैं I इनकी इन्हीं रचनाओं का संकलन है चराग I आसान और आम फ़हम ज़बान का इस्तेमाल कर वसीम की शायरी सभी का दिल जीत लेती है I चराग में वसीम बरेलवी अपना जुड़ाव इस युग, माहौल और मिट्टी से भरपूर दर्शाते हैं I वह सिर्फ़ काल्पनिक दुनिया की बातें नहीं करते बल्कि अपने आस-पास से पूरी तरह बाख़बर रहते हैं और जदीद मौजूआत, अर्थात समकालीन समस्याओं और घटनाओं पर पूरी नज़र रखते हुए इन्हें अपनी शायरी का हिस्सा बनाते हैं I",,,,,,,,,,,174,,,,,225 INR,Hindi,,,,,,9789387383241,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:48:07.417896986,,,,,,,PhlkDwAAQBAJ,Hindi,0,0,,,
Charag,,,,,Waseem Barelvi,"Barelvi, Waseem",,,,,,Manjul Publishing,,,,,,,Poetry,"वसीम बरेलवी की रचनायें खास व आम दोनों ही तरह के लोगों की ज़बान पर रहते हैं I इनकी इन्हीं रचनाओं का संकलन है चराग I आसान और आम फ़हम ज़बान का इस्तेमाल कर वसीम की शायरी सभी का दिल जीत लेती है I चराग में वसीम बरेलवी अपना जुड़ाव इस युग, माहौल और मिट्टी से भरपूर दर्शाते हैं I वह सिर्फ़ काल्पनिक दुनिया की बातें नहीं करते बल्कि अपने आस-पास से पूरी तरह बाख़बर रहते हैं और जदीद मौजूआत, अर्थात समकालीन समस्याओं और घटनाओं पर पूरी नज़र रखते हुए इन्हें अपनी शायरी का हिस्सा बनाते हैं I",,,,,,,,,,,174,,,,,195 INR,Hindi,,,,,,9789387383241,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:50:13.878329992,,,,,,,PhlkDwAAQBAJ,Hindi,0,0,,,
Charag,,,,,Waseem Barelvi,"Barelvi, Waseem",,,,,,Manjul Publishing,,,,,,,Poetry,"वसीम बरेलवी की रचनायें खास व आम दोनों ही तरह के लोगों की ज़बान पर रहते हैं I इनकी इन्हीं रचनाओं का संकलन है चराग I आसान और आम फ़हम ज़बान का इस्तेमाल कर वसीम की शायरी सभी का दिल जीत लेती है I चराग में वसीम बरेलवी अपना जुड़ाव इस युग, माहौल और मिट्टी से भरपूर दर्शाते हैं I वह सिर्फ़ काल्पनिक दुनिया की बातें नहीं करते बल्कि अपने आस-पास से पूरी तरह बाख़बर रहते हैं और जदीद मौजूआत, अर्थात समकालीन समस्याओं और घटनाओं पर पूरी नज़र रखते हुए इन्हें अपनी शायरी का हिस्सा बनाते हैं I",,,,,,,,,,,174,,,,,225 INR,Hindi,,,,,,9789387383241,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:48:25.389299988,,,,,,,PhlkDwAAQBAJ,Hindi,0,0,,,
Charag,,,,,Waseem Barelvi,"Barelvi, Waseem",,,,,,Manjul Publishing,,,,,,,Poetry,"वसीम बरेलवी की रचनायें खास व आम दोनों ही तरह के लोगों की ज़बान पर रहते हैं I इनकी इन्हीं रचनाओं का संकलन है चराग I आसान और आम फ़हम ज़बान का इस्तेमाल कर वसीम की शायरी सभी का दिल जीत लेती है I चराग में वसीम बरेलवी अपना जुड़ाव इस युग, माहौल और मिट्टी से भरपूर दर्शाते हैं I वह सिर्फ़ काल्पनिक दुनिया की बातें नहीं करते बल्कि अपने आस-पास से पूरी तरह बाख़बर रहते हैं और जदीद मौजूआत, अर्थात समकालीन समस्याओं और घटनाओं पर पूरी नज़र रखते हुए इन्हें अपनी शायरी का हिस्सा बनाते हैं I",,,,,,,,,,,174,,,,,225 INR,Hindi,,,,,,9789387383241,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:47:42.575508952,,,,,,,PhlkDwAAQBAJ,Hindi,0,0,,,
Dūsarā iśqa,,,,,Iraśāda K̲h̲āna Sikandara,"Sikandara, Iraśāda K̲h̲āna",,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,195 ₹,Hindi,,,,,,9789386534439,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:46:51.050310015,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9386534436.01Z.jpg,
Hazāroṃ hasarateṃ vo haiṃ,,,,,1831-1905 Dāg̲h̲ Dihlavī,"Dāg̲h̲ Dihlavī, 1831-1905",,,,,,Vāṇī Prakāśana,,,2014,,,,,,,,,,,,,,,,195,,,,,395 ₹,Hindi,,,,,,9789350721605,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:44:31.363188982,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350721600.01Z.jpg,
K̲h̲āmośī,,,,,Gauhar Raza,"Raza, Gauhar",,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,225 ₹,Hindi,,,,,,9789386534200,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:26:08.687772989,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9386534207.01Z.jpg,
