Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Bū aura anya kahāniyām̐,,,,,Saʻādat Ḥasan Manṭo,"Manṭo, Saʻādat Ḥasan",,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,195 ₹,Hindi,,,,,,9789386534293,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:15:37.109434962,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9386534290.01Z.jpg,
Hawaalat,,,,,Sarweshwardayal Saxena,"Saxena, Sarweshwardayal",,,,,,Vani Prakashan,,,2002,,,,,,,,,,,,,,,,54,,,,,150 ₹,Hindi,,,,,,9788170554660,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:22:31.081225991,,,,,,,89ogFU0dWrAC,Hindi,0,0,,,
Hawaalat,,,,,Sarweshwardayal Saxena,"Saxena, Sarweshwardayal",,,,,,Vani Prakashan,,,2002,,,,,,,,,,,,,,,,54,,,,,150 ₹,Hindi,,,,,,9788170554660,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:24:16.671190977,,,,,,,89ogFU0dWrAC,Hindi,0,0,,,
Hawaalat,,,,,Sarweshwardayal Saxena,"Saxena, Sarweshwardayal",,,,,,Vani Prakashan,,,2002,,,,,,,,,,,,,,,,54,,,,,150 ₹,Hindi,,,,,,9788170554660,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:21:45.130316972,,,,,,,89ogFU0dWrAC,Hindi,0,0,,,
Masooma,,,,,Ismat Chugtai,"Chugtai, Ismat",,,,,,Rajkamal Prakashan,,,,,,,,"यह उपन्यास एक मासूम लड़की के बारे में है जिसका नाम भी उसकी माँ ने मासूमा ही रखा था, लेकिन ज़माने ने जिसे बाद में नाम दिया-नीलोफ़र, और जो औरत होने से पहले ही ऐसी कुछ हो गई कि जो ख्शुद उसकी भी समझ से परे था। इस्मत चुग़ताई की सधी क़लम का यह शाहकार अपने वक़्त की उस औरत की अक्काशी करता है जिसके पास अगर ख्शूबसूरत जिस्म न हो, उसे चाहनेवाले पतिंगे न हों, तो वह कुछ नहीं रह जाती और अगर हों तो भूखे-भेड़ियों की हवस की गेंद बनकर रह जाती है। इस्मत इस उपन्यास में औरत की यह हौलनाक़ तस्वीर खींचकर जैसे हर युग की औरतों को चेता रही हैं और कहने की ज़रूरत नहीं कि इक्कीसवीं सदी की चमक-दमक से चौंधियाई हमारी असंख्य उदास, नीम अँधेरी गलियों में आज भी ऐसी मासूम रूहें परवान चढ़ रही हैं, जिनको अगर एक मज़बूत चारदीवारी नसीब न हो तो वे जाने किस राह पर लावारिस पत्थर का टुकड़ा होकर जा रहें, जहाँ कोई भी आता-जाता उनसे खेले और ठुकराकर चलता बने। नीलोफ़र होने के बाद मासूमा जिस मर्द-समाज के हवाले होती है, उसका रवैया औरत को लेकर आज भी वही है जो उत्तर-आधुनिकता और वैश्वीकरण के हड़बोंग से पहले था। इसलिए यह उपन्यास आज भी उतना ही प्रासंगिक है, जितना उर्दू में प्रकाशित होने के समय था। इसके अलावा इस्मत आपा की क़िस्सागोई समाज और आदमी की गहरी पहचान, ज़बान की मास्टरी और अपने पात्रों की तस्वीर-निगारी की महारत भारतीय साहित्य की कालजयी विरासत है, जो इस उपन्यास में भी अपने शबाब पर है।",,,,,,,,,,,136,,,,,150 ₹,Hindi,,,,,,9788126718153,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:16:10.110697031,,,,,,,RmGvKRj-5K4C,Hindi,0,0,,,
Māṭī kahe kumhāra se,,,,,Hariśaṅkara Parasāī,"Parasāī, Hariśaṅkara",,,,,,Vāṇī Prakāśana,,,1999,,,,,,,,,,,,,,,,179,,,,,395 ₹,Hindi,,,,99939708,,9788170556756,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:19:00.139091968,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170556759.01Z.jpg,
Raavi Paar [Paperback] Gulzar,,,,,Gulzar,Gulzar,,,,,,Rupa Publications India,,1999/01/01,1999,,,,,,,,,,,,,,,,184,,,,,295 ₹,Hindi,,,,99936884,,9788171673896,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:18:32.672430038,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/9369833-L.jpg,
Raavi Paar [Paperback] Gulzar,,,,,Gulzar,Gulzar,,,,,,Rupa Publications India,,1999/01/01,1999,,,,,,,,,,,,,,,,184,,,,,295 ₹,Hindi,,,,99936884,,9788171673896,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:18:14.616891980,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/9369833-L.jpg,
Raavi Paar [Paperback] Gulzar,,,,,Gulzar,Gulzar,,,,,,Rupa Publications India,,1999/01/01,1999,,,,,,,,,,,,,,,,184,,,,,295 ₹,Hindi,,,,99936884,,9788171673896,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:17:40.558285951,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/9369833-L.jpg,
Raavi Paar [Paperback] Gulzar,,,,,Gulzar,Gulzar,,,,,,Rupa Publications India,,1999/01/01,1999,,,,,,,,,,,,,,,,184,,,,,295 ₹,Hindi,,,,99936884,,9788171673896,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:17:19.415694952,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/9369833-L.jpg,
