Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Acānaka,,Mañzaranāmā,,,Gulazāra,Gulazāra,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,300 ₹,Hindi,,,,,,9788183617772,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:08:42.663673996,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8183617778.01Z.jpg,
Acānaka,,Mañzaranāmā,,,Gulazāra,Gulazāra,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,300 ₹,Hindi,,,,,,9788183617772,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:08:22.335996985,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8183617778.01Z.jpg,
Aṅgūra,,mañzaranāmā,,,Gulazāra,Gulazāra,,,,,,Rādhākr̥shṇa,,,2011,,,,,,,,,,,,,,,,131,,,,,200 ₹,Hindi,,,,2012324265,,9788183614641,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:10:00.908519983,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8183614647.01Z.jpg,
Aṅgūra,,mañzaranāmā,,,Gulazāra,Gulazāra,,,,,,Rādhākr̥shṇa,,,2011,,,,,,,,,,,,,,,,131,,,,,200 ₹,Hindi,,,,2012324265,,9788183614641,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:09:36.939952969,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8183614647.01Z.jpg,
Faiz,,,,,Battacharya,Battacharya,,,,,,Rajkamal Prakashan Pvt. Limited,,2010/09/01,2010,,,,,Selected poems of a 20th century Urdu poet.,,,,,,,,,,,220,,,,,250 ₹,Hindi,,,,,,9788126718887,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:06:09.391857028,,,,,,,T1dWtSSlw9UC,Hindi,0,0,,,
Hu Tu Tu,,Kahānī aura mañzaranāmā,,,Gulzar,Gulzar,,,,,,Radhakrishna Prakashan,,2006/01/01,2006,,,,,"साहित्य में मंज़रनामा एक मुकम्मिल फॉर्म है। यह एक ऐसी विधा है जिसे पाठक बिना किसी रुकावट के रचना का मूल आस्वाद लेते हुए पढ सके। लेकिन मंज़रनामा का अंदाजे-बयान अमूमन मूल रचना से अलग हो जाता है या यूँ कहें कि वह मूल रचना का इन्टरप्रेटेशन हो जाता है। मंजरनामा पेश करने का एक उद्देश्य तो यह है कि पाठक इस फॉर्म से रूबरू हो सकें और दूसरा यह कि टी. वी. और सिनेमा से दिलचस्पी रखने वाले लोग यह देख-जान सकें कि किसी कृति को किस तरह मंजश्रनामे की शक्ल दी जाती है। टी. वी. की आमद से मंज़रनामों की जरूरत में बहुत इजाफा हो गया है। कथाकार, शायर, गीतकार, पटकथाकार गुलजशर ने लीक से हटकर शरत्चन्द्र की-सी संवेदनात्मक मार्मिकता, सहानुभूति और करुणा से ओत-प्रोत कई उम्दा फ़िल्मों का निर्देशन किया जिनमें मेरे अपने, अचानक, परिचय, आँधी, मौसम, खुशबू, मीरा, किनारा, नमकीन, लेकिन, लिबास, और माचिस जैसी फ़िल्में शामिल हैं। ‘हू तू तू’ इसी नाम से मशहूर एक फ़िल्म का मंज़रनामा है जिसमें गुलज़ार ने संजीदगी से इस बात को रेखांकित किया है कि आज़ादी के पचास सालों में देश की रहनुमाई करने वाले नेताओं पर कैसे ताक़त का नशा चढ़ा है और नई पीढ़ी किस प्रकार प्रभुत्वशाली वर्ग के भ्रष्टाचार और पक्षपात का शिकार हो रही है। इस नई जेनरेशन में जो बालिग हैं वो ‘भाउ$’ की तरह लड़ रहे हैं तथा जो नाबालिग हैं वो आदि और पन्ना की तरह जानें गँवा रहे हैं। लेकिन यह कृति पूरी तरह फ़िल्मी नहीं है। फ़िल्म में जो अंश हटा दिये गए थे वे इस कृति में महफ़ूज हैं। निश्चय ही यह कृति पाठकों को एक औपन्यासिक रचना का आस्वाद प्रदान करेगी।",,,,,,,,,,,119,,,,,250 ₹,Hindi,,,,,,9788183610650,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:07:44.868625998,,,,,,,4b-rkUOr4C0C,Hindi,0,0,,,
Kośiśa,,Mañzaranāmā,,,Gulazāra,Gulazāra,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,300 ₹,Hindi,,,,,,9788183618359,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:08:07.218629002,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8183618359.01Z.jpg,
Mere dila mere musāfira,,,,,Faiẓ Aḥmad Faiẓ,"Faiẓ, Faiẓ Aḥmad",,,,,,Rājakamala Peparabaiksa,,,2019,,,,,,,,,,,,,,,,123,,,,,125 ₹,Urdu,,,,,,9789388933179,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:06:27.781265020,,,,,,,b5onyQEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/9388933176.01Z.jpg,
Sāre suk̲h̲ana hamāre,,,,,Faiẓ Aḥmad Faiẓ,"Faiẓ, Faiẓ Aḥmad",,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,399 ₹,Hindi,,,,,,9788126717606,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:07:08.804306983,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8126717602.01Z.jpg,
Sāre suk̲h̲ana hamāre,,,,,Faiẓ Aḥmad Faiẓ,"Faiẓ, Faiẓ Aḥmad",,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,399 ₹,Hindi,,,,,,9788126717606,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:06:46.695489048,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8126717602.01Z.jpg,
