Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Merī priya kahāniyāṃ,,,,,Nasira Sharma,"Sharma, Nasira",,,,,,Rājapāla eṇḍ Sanz,,,2011,,,,,,,,,,,,,,,,,,,,,165 ₹,,,,,,,9788170289562,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 15:22:27.844280004,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170289564.01Z.jpg,
Merī priya kahāniyāṃ,,,,,Amṛtalāla Nāgara,"Nāgara, Amṛtalāla",,,,,,Rājapāla eṇḍ Sanz,,,2012,,,,,,,,,,,,,,,,,,,,,150 ₹,,,,,,,9789350640654,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 15:22:50.042986989,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640651.01Z.jpg,
Neelambra,,Hin.727.,,,Mahadevi Verma,"Verma, Mahadevi",,,,,,Rajpal & Sons,,,2005,,,,,Mahadevi Verma's poems collection.,,,,,,,,,,,100,,,,,175 ₹,Hindi,,,,,,9788170284956,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 15:25:40.220939040,,,,,,,eFtwJjn2lYsC,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/DC21431E-DFC8-47AA-939C-5705459D4BE8,
Sabase baṛā satya,,sārthaka sāmayika vyaṅgya,,,Narendra Kohli,"Kohli, Narendra",,,,,,Rajpal & Sons,,,2006,,,,Hindi language,,,,,,,,,,,,151,,,,,140 ₹,Hindi,,,,,,9788170283706,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/24 15:29:34.422821998,,,,,,,aa2yDKcKySIC,Hindi,0,0,,,
