Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Jigara Murādābādī,,"Jigara Murādābādī kī zindagī aura unakī behatarīna g̲h̲azaleṃ, nazmeṃ aura śe'ra = Jigar Muradabadi",,,1890-1960 Jigar Murādābādī,"Jigar Murādābādī, 1890-1960",,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,125 ₹,Hindi,,,,,,9789350643891,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:50:03.217630028,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643898.01Z.jpg,
Bū aura anya kahāniyām̐,,,,,Saʻādat Ḥasan Manṭo,"Manṭo, Saʻādat Ḥasan",,,,,,,,,,,,,,,,,,,,,,,,,159,,,,,195 ₹,Hindi,,,,,,9789386534293,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:34:27.697621941,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9386534290.01Z.jpg,
Hawaalat,,,,,Sarweshwardayal Saxena,"Saxena, Sarweshwardayal",,,,,,Vani Prakashan,,,2002,,,,,,,,,,,,,,,,54,,,,,150 ₹,Hindi,,,,,,9788170554660,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:26:36.524667978,,,,,,,89ogFU0dWrAC,Hindi,0,0,,,
Jigara Murādābādī,,"Jigara Murādābādī kī zindagī aura unakī behatarīna g̲h̲azaleṃ, nazmeṃ aura śe'ra = Jigar Muradabadi",,,1890-1960 Jigar Murādābādī,"Jigar Murādābādī, 1890-1960",,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,140 ₹,Hindi,,,,,,9789350643891,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:53:39.837331056,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643898.01Z.jpg,
Majāza,,"Majāza kī jīvanī aura unakī behatarīna nazmeṃ, g̲h̲azaleṃ aura śe'ra = Majaz",,,1911-1955 Majāz,"Majāz, 1911-1955",,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,140 ₹,Hindi,,,,,,9789350643846,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:53:58.391988039,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643847.01Z.jpg,
Majāza,,"Majāza kī jīvanī aura unakī behatarīna nazmeṃ, g̲h̲azaleṃ aura śe'ra = Majaz",,,1911-1955 Majāz,"Majāz, 1911-1955",,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,140 ₹,Hindi,,,,,,9789350643846,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:54:18.979302048,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350643847.01Z.jpg,
Shreshtha Vyangya Kathayen,,,,,Kanhaiya Lal Nandan,"Nandan, Kanhaiya Lal",,,,,,Rajpal & Sons,,,2013,,,,,Selected humorous and satirical stories by various Hindi authors.,,,,,,,,,,,216,,,,,260 ₹,Hindi,,,,,,9788170282242,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:32:26.670146942,,,,,,,bnSq5gojbUIC,Hindi,0,0,,,
Ṭobā Ṭekasiṃha aura anya kahāniyām̐,,,,,Saʻādat Ḥasan Manṭo,"Manṭo, Saʻādat Ḥasan",,,,,,Rājapāla eṇḍa Sanza,,,2013,,,,,,,,,,,,,,,,160,,,,,195 ₹,Hindi,,,,,,9789350641767,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:34:06.830757975,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350641763.01Z.jpg,
Ṭobā Ṭekasiṃha aura anya kahāniyām̐,,,,,Saʻādat Ḥasan Manṭo,"Manṭo, Saʻādat Ḥasan",,,,,,Rājapāla eṇḍa Sanza,,,2013,,,,,,,,,,,,,,,,160,,,,,195 ₹,Hindi,,,,,,9789350641767,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:34:48.018244981,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350641763.01Z.jpg,
Zauqa,,"Zauqa kī jīvanī aura unakī behatarīna g̲h̲azaleṃ, rūbāiyām̐, seharā aura masanavī",,,Shaik̲h̲ Muḥammad Ibrāhīm Z̲auq,"Z̲auq, Shaik̲h̲ Muḥammad Ibrāhīm",,,,,,Rājapāla eṇḍa Sanza,,,2017,,,,,,,,,,,,,,,,121,,,,,125 ₹,Urdu,,,,,,9789386534019,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:48:26.999583959,,,,,,,OkzQuQEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/9386534010.01Z.jpg,
Zauqa,,"Zauqa kī jīvanī aura unakī behatarīna g̲h̲azaleṃ, rūbāiyām̐, seharā aura masanavī",,,Shaik̲h̲ Muḥammad Ibrāhīm Z̲auq,"Z̲auq, Shaik̲h̲ Muḥammad Ibrāhīm",,,,,,Rājapāla eṇḍa Sanza,,,2017,,,,,,,,,,,,,,,,121,,,,,125 ₹,Urdu,,,,,,9789386534019,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 15:48:52.785861015,,,,,,,OkzQuQEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/9386534010.01Z.jpg,
