Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Faiz,,,,,Battacharya,Battacharya,,,,,,Rajkamal Prakashan Pvt. Limited,,2010/09/01,2010,,,,,Selected poems of a 20th century Urdu poet.,,,,,,,,,,,220,,,,,250 ₹,Hindi,,,,,,9788126718887,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:04:24.074295997,,,,,,,T1dWtSSlw9UC,Hindi,0,0,,,
Geetanjali,,,,,Ravindnath Taigore,"Taigore, Ravindnath",,,,,,Rajpal & Sons,,,2012,,,,,,,,,,,,,,,,134,,,,,150 ₹,Hindi,,,,,,9788170287698,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:56:56.026839017,,,,,,,GHQxVCVJZ74C,Hindi,0,0,,,
Gucchā,,,,,Gulazāra,Gulazāra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325 ₹,Hindi,,,,,,9789352291564,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:01:57.063101053,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9352291565.01Z.jpg,
Gucchā,,,,,Gulazāra,Gulazāra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325 ₹,Hindi,,,,,,9788181435989,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:54:44.983255028,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8181435982.01Z.jpg,
Lorkā kī kavitāem̐,,,,,Federico García Lorca,"García Lorca, Federico",,,,,,Vāṇī Prakāśana,,,2014,,,,,,,,,,,,,,,,116,,,,,125 ₹,Hindi,,,,,,9789350724408,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:52:30.657578945,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350724405.01Z.jpg,
Mere Apne,,Manzaranāmā,,,Gulzar,Gulzar,,,,,,Radhakrishan Prakashan Pvt. Limited,,2007/09/01,2007,,,,,"'मेरे अपने' गुलजार की एक बेहद संवेदनशील फिल्म है । इसकी कहानी के केन्द्र में आनन्दी बुआ नाम की एक वृद्धा स्त्री है जो दूर गाँव में अकेली अपने आखिरी दिन काट रही है । एक दूर का रिश्तेदार अपने घर में आया की कमी पूरी करने के लिए उसे शहर ले जाता है जहाँ जाकर वह पहले तो नए वक्तों के हालात को देखकर चकित होती है, लेकिन फिर शहर के भटके हुए नौजवानों के ऊपर अपनी ममता का आँचल फैला देतीअपने तथाकथित रिश्तेदार का घर छोड्‌कर वह उन्हीं लडकों के साथ रहने लगती है । वे ही उसके अपने हो जाते हैं । इस तरह गुलजार ने अपनी इस फिल्म में समाज में प्रचलित अपने-पराए की अवधारणा को भी नए सिरे से देखने की कोशिश की है और सभ्य सुरक्षित समाज के हाशिये पर जीनेवाले लोगों के मानवीय संवेदना को भी रेखांकित किया है । अंत में वृद्धा दो गुटों की लड़ाई के दौरान अपने प्राण त्याग देती है और इस तरह हम पुन: इस सवाल के रू-ब-रू आ खड़े होते हैं कि आखिर अपना है क्या!गुलजार की फिल्मों में अकसर स्वातंत्रयोत्तर भारत की राजनीतिक स्थितियों पर भी कटाक्ष होता है, वह 'मेरे अपने' में भी है ।",,,,,,,,,,,114,,,,,195 ₹,Hindi,,,,,,9788183611374,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:03:41.366770982,,,,,,,Kv3VsBMCotQC,Hindi,0,0,,,
Mere Apne,,Manzaranāmā,,,Gulzar,Gulzar,,,,,,Radhakrishan Prakashan Pvt. Limited,,2007/09/01,2007,,,,,"'मेरे अपने' गुलजार की एक बेहद संवेदनशील फिल्म है । इसकी कहानी के केन्द्र में आनन्दी बुआ नाम की एक वृद्धा स्त्री है जो दूर गाँव में अकेली अपने आखिरी दिन काट रही है । एक दूर का रिश्तेदार अपने घर में आया की कमी पूरी करने के लिए उसे शहर ले जाता है जहाँ जाकर वह पहले तो नए वक्तों के हालात को देखकर चकित होती है, लेकिन फिर शहर के भटके हुए नौजवानों के ऊपर अपनी ममता का आँचल फैला देतीअपने तथाकथित रिश्तेदार का घर छोड्‌कर वह उन्हीं लडकों के साथ रहने लगती है । वे ही उसके अपने हो जाते हैं । इस तरह गुलजार ने अपनी इस फिल्म में समाज में प्रचलित अपने-पराए की अवधारणा को भी नए सिरे से देखने की कोशिश की है और सभ्य सुरक्षित समाज के हाशिये पर जीनेवाले लोगों के मानवीय संवेदना को भी रेखांकित किया है । अंत में वृद्धा दो गुटों की लड़ाई के दौरान अपने प्राण त्याग देती है और इस तरह हम पुन: इस सवाल के रू-ब-रू आ खड़े होते हैं कि आखिर अपना है क्या!गुलजार की फिल्मों में अकसर स्वातंत्रयोत्तर भारत की राजनीतिक स्थितियों पर भी कटाक्ष होता है, वह 'मेरे अपने' में भी है ।",,,,,,,,,,,114,,,,,195 ₹,Hindi,,,,,,9788183611374,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:03:08.870566964,,,,,,,Kv3VsBMCotQC,Hindi,0,0,,,
Munawwar Nama,,,,,Munawwar Rana,"Rana, Munawwar",,,,,,Manjul Publishing,,,,,,,Poetry,"मुनव्वरनामा, इस सदी के सबसे मसहूर शायरों मैं से एक मुनव्वर राना जी की चुनिंदा रचनाओं का संकलन है. राना साहब की कामयाबी का राज़ ये है कि वे ज़ज़्बात को बोलचाल की ज़बान में बड़ी सादगी और ख़ूबसूरती के साथ ग़ज़ल बना देते हैं. उनके कलाम में बनावट नहीं है. इस संकलन में भी हमें उनकी सीरत में बसी मिटटी की ख़ुशबू का एहसास होता है, उनके गांव और कस्बात की यादें भी झलकती हैं.राना अपनी शायरी में हिंदुस्तान की गंगा-जमुनी तहज़ीब की नुमाइंदगी करते हैं. संवेदना और विचार के बीच आश्चर्यजनक संतुलन स्थापित कर जब वे अपनी रचनाएँ हमारे आगे परोसते हैं तो जैसे आम आदमी के सभी विचारों को ज़ुबान मिल जाती है.",,,,,,,,,,,354,,,,,295 ₹,Hindi,,,,,,9788183227810,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:51:46.738986015,,,,,,,oMkkDwAAQBAJ,Hindi,0,0,,,
Sāre suk̲h̲ana hamāre,,,,,Faiẓ Aḥmad Faiẓ,"Faiẓ, Faiẓ Aḥmad",,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,399 ₹,Hindi,,,,,,9788126717606,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 14:00:26.329707980,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8126717602.01Z.jpg,
Sāre suk̲h̲ana hamāre,,,,,Faiẓ Aḥmad Faiẓ,"Faiẓ, Faiẓ Aḥmad",,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,399 ₹,Hindi,,,,,,9788126717606,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:52:52.144706010,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8126717602.01Z.jpg,
